year,treatment,replicate,station,core,section,horizon_length,core_volume_cm3,gravel_free_bulk_density,total_bulk_density,top_depth,bottom_depth,depth,n_percent,c_percent
2013,T3,4,2,1,50-end,62,2827.427733,1.525420335,1.740608859,50,112,122,0.015566667,0.075533333
2013,T3,4,2,1,25-50,25,1140.091828,1.468744302,1.712066808,25,50,50,0.0402,0.16995
2013,T3,4,2,1,25-Oct,15,684.0550968,1.441892843,1.530891522,10,25,25,0.070066667,0.648833333
2013,T3,4,2,1,0-10,10,456.0367312,1.471342321,1.482810695,0,10,10,0.107866667,1.004333333
2013,T3,4,1,2,50-end,63,2873.031406,1.552103098,1.74366383,50,113,122,0.009,0.0731
2013,T3,4,1,2,25-50,25,1140.091828,1.462590873,1.655461302,25,50,50,0.033333333,0.2371
2013,T3,4,1,2,25-Oct,15,684.0550968,1.498010779,1.514135211,10,25,25,0.087733333,0.801166667
2013,T3,4,1,2,0-10,10,456.0367312,1.300808934,1.408519556,0,10,10,0.115733333,1.175766667
2013,T3,4,1,1,50-end,63,2873.031406,1.524793274,1.732385853,50,113,122,0.0135,0.0397
2013,T3,4,1,1,25-50,25,1140.091828,1.531073622,1.685429609,25,50,50,0.0373,0.283366667
2013,T3,4,1,1,25-Oct,15,684.0550968,1.436250427,1.544867409,10,25,25,0.078,0.804466667
2013,T3,4,1,1,0-10,10,456.0367312,1.480510533,1.498601181,0,10,10,0.105,1.105266667
2013,T2,4,5,2,50-end,65,2964.238753,1.53836775,1.729765963,50,115,122,0.027566667,0.1622
2013,T2,4,5,2,25-50,25,1140.091828,1.316330856,1.329285953,25,50,50,0.088233333,0.8793
2013,T2,4,5,2,25-Oct,15,684.0550968,1.374606538,1.377223286,10,25,25,0.111566667,1.101066667
2013,T2,4,5,2,0-10,10,456.0367312,1.286539203,1.313729995,0,10,10,0.1492,1.590133333
2013,T2,4,5,1,50-end,68,3101.049772,1.617074767,1.739613916,50,118,122,0.034333333,0.2242
2013,T2,4,5,1,25-50,25,1140.091828,1.300530173,1.307038421,25,50,50,0.084366667,0.8247
2013,T2,4,5,1,25-Oct,15,684.0550968,1.353155561,1.368929144,10,25,25,0.108866667,1.105466667
2013,T2,4,5,1,0-10,10,456.0367312,1.142676477,1.146294607,0,10,10,0.139266667,1.469433333
2013,T2,4,4,2,50-end,70,3192.257118,1.597343232,1.676459667,50,120,122,0.041366667,0.2935
2013,T2,4,4,2,25-Oct,15,684.0550968,1.316935076,1.32107217,10,25,25,0.1089,1.1326
2013,T2,4,4,2,0-10,10,456.0367312,1.207801375,1.215147274,0,10,10,0.161633333,1.6786
2013,T2,4,4,1,50-end,67,3055.446099,1.517109103,1.607135237,50,117,122,0.043,0.270633333
2013,T2,4,4,1,25-50,25,1140.091828,1.277904875,1.290737175,25,50,50,0.095733333,0.9346
2013,T2,4,4,1,25-Oct,15,684.0550968,1.240806815,1.251566182,10,25,25,0.120666667,1.1957
2013,T2,4,4,1,0-10,10,456.0367312,1.189994611,1.199511388,0,10,10,0.161633333,1.662
2013,T2,4,3,2,50-end,64,2918.63508,1.51255925,1.774164411,50,114,122,0.011333333,0.0591
2013,T2,4,3,2,25-50,25,1140.091828,1.591310881,1.752815416,25,50,50,0.01125,0.05045
2013,T2,4,3,2,25-Oct,15,684.0550968,1.609988806,1.675568319,10,25,25,0.051266667,0.518833333
2013,T2,4,3,2,0-10,10,456.0367312,1.336912715,1.36598932,0,10,10,0.0953,0.902866667
2013,T2,4,3,1,50-end,60,2736.220387,1.4920965,1.750405371,50,110,122,0.007666667,0.087566667
2013,T2,4,3,1,25-50,25,1140.091828,1.440791902,1.750135405,25,50,50,0.0241,0.239233333
2013,T2,4,3,1,25-Oct,15,684.0550968,1.584979666,1.633119064,10,25,25,0.0514,0.4983
2013,T2,4,3,1,0-10,10,456.0367312,1.442353755,1.461847799,0,10,10,0.093066667,1.011733333
2013,T2,4,2,2,50-end,62,2827.427733,1.627111071,1.786393657,50,112,122,0.008266667,0.04175
2013,T2,4,2,2,25-50,25,1140.091828,1.424337986,1.647048117,25,50,50,0.0367,0.2998
2013,T2,4,2,2,25-Oct,15,684.0550968,1.639265151,1.678443282,10,25,25,0.056933333,0.5617
2013,T2,4,2,2,0-10,10,456.0367312,1.457174406,1.489035875,0,10,10,0.088133333,0.954933333
2013,T2,4,2,1,50-end,61,2781.82406,1.479648569,1.744352584,50,111,122,0.0159,0.536
2013,T2,4,2,1,25-50,25,1140.091828,1.440522915,1.754453768,25,50,50,0.043133333,0.335666667
2013,T2,4,2,1,25-Oct,15,684.0550968,1.536415166,1.59046052,10,25,25,0.058333333,0.599533333
2013,T2,4,2,1,0-10,10,456.0367312,1.426753872,1.44846265,0,10,10,0.092933333,1.0569
2013,T2,4,1,2,50-end,64,2918.63508,1.608228586,1.754773114,50,114,122,0.017766667,0.0833
2013,T2,4,1,2,25-50,25,1140.091828,1.526265981,1.643054819,25,50,50,0.0304,0.2352
2013,T2,4,1,2,25-Oct,15,684.0550968,1.42960887,1.516327031,10,25,25,0.085,0.876133333
2013,T2,4,1,2,0-10,10,456.0367312,1.182090639,1.20590451,0,10,10,0.116933333,1.187533333
2013,T2,4,1,1,50-end,64,2918.63508,1.564532623,1.685099255,50,114,122,0.016266667,0.05925
2013,T2,4,1,1,25-50,25,1140.091828,1.59097593,1.694195685,25,50,50,0.033433333,0.192033333
2013,T2,4,1,1,25-Oct,15,684.0550968,1.46389566,1.538056353,10,25,25,0.077533333,0.691833333
2013,T2,4,1,1,0-10,10,456.0367312,1.293665753,1.299169696,0,10,10,0.148233333,1.401066667
2013,T1,4,5,2,50-end,65,2964.238753,1.591936625,1.75127939,50,115,122,0.0162,0.062833333
2013,T1,4,5,2,25-50,25,1140.091828,1.593100457,1.650815106,25,50,50,0.0394,0.2899
2013,T1,4,5,2,25-Oct,15,684.0550968,1.443835491,1.494299263,10,25,25,0.071,0.739266667
2013,T1,4,5,2,0-10,10,456.0367312,1.219346762,1.257238447,0,10,10,0.078666667,0.824933333
2013,T1,4,5,1,50-end,67,3055.446099,1.552605916,1.645204506,50,117,122,0.0131,0.02235
2013,T1,4,5,1,25-50,25,1140.091828,1.598682851,1.620619681,25,50,50,0.03,0.230333333
2013,T1,4,5,1,25-Oct,15,684.0550968,1.378544419,1.407518693,10,25,25,0.054566667,0.503966667
2013,T1,4,5,1,0-10,10,456.0367312,1.395602454,1.427200786,0,10,10,0.073966667,0.788933333
2013,T1,4,4,2,50-end,70,3192.257118,1.534126256,1.722146825,50,120,122,0.011833333,0.089966667
2013,T1,4,4,2,25-50,25,1140.091828,1.515866163,1.536899557,25,50,50,0.042466667,0.323066667
2013,T1,4,4,2,25-Oct,15,684.0550968,1.354605831,1.363216249,10,25,25,0.081633333,0.817333333
2013,T1,4,4,2,0-10,10,456.0367312,1.069246733,1.090056461,0,10,10,0.0879,0.8678
2013,T1,4,4,1,50-end,68,3101.049772,1.46536499,1.715883382,50,118,122,0.012366667,0.067633333
2013,T1,4,4,1,25-50,25,1140.091828,1.493151324,1.573706239,25,50,50,0.036933333,0.246033333
2013,T1,4,4,1,25-Oct,15,684.0550968,1.523158973,1.55707437,10,25,25,0.069533333,0.612766667
2013,T1,4,4,1,0-10,10,456.0367312,1.51925487,1.566509835,0,10,10,0.095433333,0.942533333
2013,T1,4,1,1,25-50,25,1140.091828,1.583430247,1.624690081,25,50,50,0.039166667,0.296233333
2013,T4,4,5,2,50-end,63,2873.031406,1.583883236,0.802695715,50,113,122,0.025133333,0.143766667
2013,T4,4,5,2,25-50,25,1140.091828,1.346435736,1.415842093,25,50,50,0.085,0.7412
2013,T4,4,5,2,25-Oct,15,684.0550968,1.302398937,1.372050299,10,25,25,0.1234,1.202066667
2013,T4,4,5,2,0-10,10,456.0367312,1.155235516,1.219239509,0,10,10,0.159033333,1.575066667
2013,T4,4,5,1,50-end,66,3009.842426,1.573405176,0.840409444,50,116,122,0.0246,0.131033333
2013,T4,4,5,1,25-50,25,1140.091828,1.396732469,1.480871943,25,50,50,0.077466667,0.654833333
2013,T4,4,5,1,25-Oct,15,684.0550968,1.308080047,1.381420889,10,25,25,0.125033333,1.1873
2013,T4,4,5,1,0-10,10,456.0367312,1.145784545,1.215709091,0,10,10,0.162333333,1.607766667
2013,T4,4,4,2,50-end,64,2918.63508,1.575936189,0.913197412,50,114,122,0.0131,0.066833333
2013,T4,4,4,2,25-50,25,1140.091828,1.501707846,1.625430474,25,50,50,0.0392,0.302666667
2013,T4,4,4,2,25-Oct,15,684.0550968,1.433463384,1.486368576,10,25,25,0.073333333,0.660133333
2013,T4,4,4,2,0-10,10,456.0367312,1.405838893,1.442467141,0,10,10,0.107266667,1.0719
2013,T4,4,4,1,50-end,60,2736.220387,1.534944192,0.897263251,50,110,122,0.016566667,0.103333333
2013,T4,4,4,1,25-50,25,1140.091828,1.383560301,1.626447936,25,50,50,0.040933333,0.350066667
2013,T4,4,4,1,25-Oct,15,684.0550968,1.498368452,1.538732779,10,25,25,0.074766667,0.646866667
2013,T4,4,4,1,0-10,10,456.0367312,1.494659122,1.522460698,0,10,10,0.121066667,1.2914
2013,T1,4,1,1,25-Oct,15,684.0550968,1.636809334,1.651939694,10,25,25,0.0744,0.775933333
2013,T4,4,3,2,50-end,59,2690.616714,1.344642147,1.395501626,50,109,122,0.0031,0.2245
2013,T4,4,3,2,25-50,25,1140.091828,1.580196375,1.692153169,25,50,50,0.0477,0.360633333
2013,T4,4,3,2,25-Oct,15,684.0550968,1.435926096,1.479351597,10,25,25,0.069566667,0.686366667
2013,T4,4,3,2,0-10,10,456.0367312,1.325571861,1.401220464,0,10,10,0.112933333,1.122866667
2013,T4,4,3,1,50-end,61,2781.82406,1.468200614,0.937000308,50,111,122,0.023233333,0.146466667
2013,T4,4,3,1,25-50,25,1140.091828,1.711013858,1.791145195,25,50,50,0.030766667,0.283966667
2013,T4,4,3,1,25-Oct,15,684.0550968,1.430438823,1.474878273,10,25,25,0.075833333,0.801533333
2013,T4,4,3,1,0-10,10,456.0367312,1.296585404,1.405057874,0,10,10,0.124133333,1.310566667
2013,T4,4,2,2,50-end,63,2873.031406,1.456174575,0.995342409,50,113,122,0.020866667,0.219433333
2013,T4,4,2,2,25-50,25,1140.091828,1.444418339,1.513544749,25,50,50,0.051133333,0.464033333
2013,T1,4,1,1,0-10,10,456.0367312,1.252327426,1.296161614,0,10,10,0.077,0.790433333
2013,T4,4,2,2,25-Oct,15,684.0550968,1.497401235,1.536627685,10,25,25,0.075633333,0.712233333
2013,T4,4,2,2,0-10,10,456.0367312,1.319135442,1.362407801,0,10,10,0.0893,0.917633333
2013,T4,4,2,1,50-end,65,2964.238753,1.483788008,1.042308079,50,115,122,0.015566667,0.053766667
2013,T4,4,2,1,25-50,25,1140.091828,1.323226762,1.608607267,25,50,50,0.050133333,0.3447
2013,T4,4,2,1,25-Oct,15,684.0550968,1.621727291,1.656720351,10,25,25,0.085366667,0.835266667
2013,T4,4,2,1,0-10,10,456.0367312,1.308852602,1.370455398,0,10,10,0.0817,0.926433333
2013,T4,4,1,2,50-end,62,2827.427733,1.466073302,0.965517162,50,112,122,0.01615,0.1007
2013,T4,4,1,2,25-50,25,1140.091828,1.573222565,1.693626735,25,50,50,0.034533333,0.275466667
2013,T4,4,1,2,25-Oct,15,684.0550968,1.513153869,1.566245183,10,25,25,0.082466667,0.779433333
2013,T4,4,1,2,0-10,10,456.0367312,1.309850487,1.354097067,0,10,10,0.096033333,0.990933333
2013,T4,4,1,1,50-end,68,3101.049772,1.492331821,0.940752395,50,118,122,0.0168,0.053333333
2013,T4,4,1,1,25-50,25,1140.091828,1.45711828,1.566277344,25,50,50,0.041233333,0.306766667
2013,T4,4,1,1,25-Oct,15,684.0550968,1.406620233,1.440465841,10,25,25,0.0791,0.764233333
2013,T4,4,1,1,0-10,10,456.0367312,1.245268602,1.282151108,0,10,10,0.111833333,1.0713
2013,T1,4,3,2,50-end,60,2736.220387,1.547301686,1.724290353,50,110,122,0.012833333,0.095366667
2013,T1,4,3,2,25-50,25,1140.091828,1.587554414,1.637217081,25,50,50,0.030233333,0.250633333
2013,T1,4,3,2,25-Oct,15,684.0550968,1.468827683,1.56947747,10,25,25,0.065366667,0.558866667
2013,T1,4,3,2,0-10,10,456.0367312,1.726911778,1.745726052,0,10,10,0.071733333,0.723633333
2013,T1,4,3,1,25-50,25,1140.091828,1.688911728,1.730110164,25,50,50,0.023833333,0.208066667
2013,T1,4,3,1,25-Oct,15,684.0550968,1.55096148,1.57400056,10,25,25,0.059833333,0.553166667
2013,T1,4,3,1,0-10,10,456.0367312,1.131723381,1.142906691,0,10,10,0.076266667,0.8561
2013,T1,4,2,2,50-end,62,2827.427733,1.471116793,1.739933567,50,112,122,0.0154,0.087566667
2013,T1,4,2,2,25-50,25,1140.091828,1.479199059,1.608609687,25,50,50,0.034066667,0.2836
2013,T1,4,2,2,25-Oct,15,684.0550968,1.547637162,1.57047158,10,25,25,0.066066667,0.597966667
2013,T1,4,2,2,0-10,10,456.0367312,1.35012986,1.363747184,0,10,10,0.0831,0.849666667
2013,T1,4,2,1,50-end,64,2918.63508,1.602650882,1.781566706,50,114,122,0.0038,0.073733333
2013,T1,4,2,1,25-50,25,1140.091828,1.493927306,1.641345256,25,50,50,0.040166667,0.324966667
2013,T1,4,2,1,25-Oct,15,684.0550968,1.574880937,1.618283874,10,25,25,0.067966667,0.6639
2013,T1,4,2,1,0-10,10,456.0367312,1.198703803,1.261812754,0,10,10,0.082533333,0.809166667
2013,T1,4,1,2,50-end,62,2827.427733,1.565725257,1.789518775,50,112,122,0.010166667,0.1127
2013,T1,4,1,2,25-50,25,1140.091828,1.619567493,1.664063909,25,50,50,0.032366667,0.240766667
2013,T1,4,1,2,25-Oct,15,684.0550968,1.632561391,1.663669996,10,25,25,0.0607,0.6264
2013,T1,4,1,2,0-10,10,456.0367312,1.38698833,1.419419928,0,10,10,0.076866667,0.800466667
2013,T1,4,1,1,50-end,64,2918.63508,1.503123193,1.711001186,50,114,122,0.0186,0.1159
2013,T7,4,3,1,25-50,25,1140.091828,1.534894507,1.590740286,25,50,50,0.057733333,0.464133333
2013,T7,4,5,2,50-end,66,3009.842426,1.521926979,1.048905409,50,116,122,0.019066667,0.115933333
2013,T7,4,5,2,25-50,25,1140.091828,1.513824253,1.576565989,25,50,50,0.055466667,0.4836
2013,T7,4,5,2,25-Oct,15,684.0550968,1.178736062,1.24002877,10,25,25,0.093466667,0.946966667
2013,T7,4,5,2,0-10,10,456.0367312,1.173987931,1.239084401,0,10,10,0.173,2.141866667
2013,T7,4,5,1,50-end,66,3009.842426,1.513465284,0.862397306,50,116,122,0.0146,0.11685
2013,T7,4,5,1,25-50,25,1140.091828,1.405957981,1.439866474,25,50,50,0.057533333,0.486966667
2013,T7,4,5,1,25-Oct,15,684.0550968,1.221920107,1.275362181,10,25,25,0.092766667,0.917966667
2013,T7,4,5,1,0-10,10,456.0367312,1.076362212,1.095082843,0,10,10,0.140933333,1.4981
2013,T7,4,4,2,50-end,60,2736.220387,1.445457795,1.079463487,50,110,122,0.00775,0.0938
2013,T7,4,4,2,25-50,25,1140.091828,1.473742688,1.652086221,25,50,50,0.024033333,0.199766667
2013,T7,4,4,2,25-Oct,15,684.0550968,1.418119438,1.584737845,10,25,25,0.068533333,0.640766667
2013,T7,4,4,2,0-10,10,456.0367312,1.168190554,1.273401812,0,10,10,0.126966667,1.473266667
2013,T7,4,4,1,50-end,61,2781.82406,1.424888157,1.151456717,50,111,122,0.012,0.0659
2013,T7,4,4,1,25-50,25,1140.091828,1.511328453,1.643753559,25,50,50,0.023833333,0.1988
2013,T7,4,4,1,25-Oct,15,684.0550968,1.422723125,1.523105383,10,25,25,0.079933333,0.760733333
2013,T7,4,4,1,0-10,10,456.0367312,1.034054036,1.049625978,0,10,10,0.159466667,1.830766667
2013,T7,4,3,2,50-end,65,2964.238753,1.57494434,0.792911839,50,115,122,0.012733333,0.108933333
2013,T7,4,3,2,25-50,25,1140.091828,1.544732418,1.605721535,25,50,50,0.042966667,0.306
2013,T7,4,3,2,25-Oct,15,684.0550968,1.422924767,1.470010244,10,25,25,0.070533333,0.7005
2013,T7,4,3,2,0-10,10,456.0367312,1.156903946,1.203648659,0,10,10,0.133133333,1.505
2013,T7,4,3,1,50-end,65,2964.238753,1.595706429,1.066516655,50,115,122,0.031833333,0.179633333
2013,T7,4,3,1,25-Oct,15,684.0550968,1.428306735,1.476705612,10,25,25,0.0815,0.7752
2013,T7,4,3,1,0-10,10,456.0367312,1.040948412,1.077737749,0,10,10,0.1367,1.582033333
2013,T7,4,2,2,50-end,63,2873.031406,1.565244696,1.105269505,50,113,122,0.0205,0.156333333
2013,T7,4,2,2,25-50,25,1140.091828,1.565320592,1.635862967,25,50,50,0.0492,0.3111
2013,T7,4,2,2,25-Oct,15,684.0550968,1.440696429,1.4867779,10,25,25,0.0758,0.740633333
2013,T7,4,2,2,0-10,10,456.0367312,1.144145171,1.138610038,0,10,10,0.150366667,1.549833333
2013,T7,4,2,1,50-end,60,2736.220387,1.59984843,0.980089182,50,110,122,0.018466667,0.0785
2013,T7,4,2,1,25-50,25,1140.091828,1.584235014,1.68175927,25,50,50,0.045633333,0.373666667
2013,T7,4,2,1,25-Oct,15,684.0550968,1.385035008,1.451210589,10,25,25,0.087333333,0.781366667
2013,T7,4,2,1,0-10,10,456.0367312,1.145724633,1.192399565,0,10,10,0.13805,1.5932
2013,T7,4,1,2,50-end,62,2827.427733,1.327036858,1.074244963,50,112,122,0.0293,0.25155
2013,T7,4,1,2,25-50,25,1140.091828,1.466325734,1.588328199,25,50,50,0.039433333,0.341033333
2013,T7,4,1,2,25-Oct,15,684.0550968,1.362730432,1.406959768,10,25,25,0.081666667,0.7708
2013,T7,4,1,2,0-10,10,456.0367312,1.092716793,1.116747764,0,10,10,0.155533333,1.625966667
2013,T7,4,1,1,50-end,61,2781.82406,1.295895604,1.102068259,50,111,122,0.0147,0.14975
2013,T7,4,1,1,25-50,25,1140.091828,1.476929953,1.562549574,25,50,50,0.0314,0.267933333
2013,T7,4,1,1,25-Oct,15,684.0550968,1.377734297,1.425028488,10,25,25,0.082366667,0.7771
2013,T7,4,1,1,0-10,10,456.0367312,0.822540413,0.894419182,0,10,10,0.227766667,2.558333333
2013,T6,4,5,2,50-end,68,3101.049772,1.57755242,0.854449362,50,118,122,0.0113,0.063433333
2013,T6,4,5,2,25-50,25,1140.091828,1.55521937,1.63242991,25,50,50,0.0383,0.2685
2013,T6,4,5,2,25-Oct,15,684.0550968,1.336700738,1.393349753,10,25,25,0.104366667,1.005666667
2013,T6,4,5,2,0-10,10,456.0367312,1.243702035,1.3062939,0,10,10,0.1647,1.571166667
2013,T6,4,5,1,50-end,70,3192.257118,1.608915057,0.87233888,50,120,122,0.0162,0.081233333
2013,T6,4,5,1,25-50,25,1140.091828,1.522757249,1.607028447,25,50,50,0.0363,0.239066667
2013,T6,4,5,1,25-Oct,15,684.0550968,1.395085067,1.464265093,10,25,25,0.0921,0.8974
2013,T6,4,5,1,0-10,10,456.0367312,1.293379514,1.371354449,0,10,10,0.176166667,1.8229
2013,T6,4,4,2,50-end,61,2781.82406,1.534360931,1.141736476,50,111,122,0.026533333,0.2256
2013,T6,4,4,2,25-50,25,1140.091828,1.484070401,1.624948056,25,50,50,0.043233333,0.385366667
2013,T6,4,4,2,25-Oct,15,684.0550968,1.490493666,1.528265786,10,25,25,0.098633333,0.986033333
2013,T6,4,4,2,0-10,10,456.0367312,0.823411478,0.86293049,0,10,10,0.1792,1.939366667
2013,T6,4,4,1,50-end,64,2918.63508,1.506037803,0.972416874,50,114,122,0.0233,0.1378
2013,T6,4,4,1,25-50,25,1140.091828,1.522222839,1.627079464,25,50,50,0.035933333,0.2752
2013,T6,4,4,1,25-Oct,15,684.0550968,1.430949099,1.518558965,10,25,25,0.061633333,0.609733333
2013,T6,4,4,1,0-10,10,456.0367312,1.497996837,1.571974253,0,10,10,0.118166667,1.154166667
2013,T6,4,3,2,50-end,64,2918.63508,1.51161426,1.154844613,50,114,122,0.017833333,0.609033333
2013,T6,4,3,2,25-50,25,1140.091828,1.44857224,1.614755895,25,50,50,0.032566667,0.284333333
2013,T6,4,3,2,25-Oct,15,684.0550968,1.433261227,1.56740006,10,25,25,0.0748,0.667633333
2013,T6,4,3,2,0-10,10,456.0367312,1.168816422,1.203933724,0,10,10,0.139333333,1.278333333
2013,T6,4,3,1,50-end,61,2781.82406,1.458439331,0.983480602,50,111,122,0.01755,0.1202
2013,T6,4,3,1,25-50,25,1140.091828,1.493336138,1.728992307,25,50,50,0.0384,0.349133333
2013,T6,4,3,1,25-Oct,15,684.0550968,1.523114569,1.584869413,10,25,25,0.066133333,0.6245
2013,T6,4,3,1,0-10,10,456.0367312,1.354620619,1.406241989,0,10,10,0.114533333,1.140066667
2013,T6,4,2,2,50-end,60,2736.220387,1.418376104,1.026269672,50,110,122,0.0184,0.115833333
2013,T6,4,2,2,25-50,25,1140.091828,1.569422865,1.669225192,25,50,50,0.03915,0.3568
2013,T6,4,2,2,25-Oct,15,684.0550968,1.425428934,1.486690187,10,25,25,0.0879,0.832333333
2013,T6,4,2,2,0-10,10,456.0367312,1.331285796,1.378919629,0,10,10,0.1331,1.305433333
2013,T6,4,2,1,50-end,64,2918.63508,1.483569737,0.934995272,50,114,122,0.016866667,0.123066667
2013,T6,4,2,1,25-50,25,1140.091828,1.458322613,1.599932528,25,50,50,0.049566667,0.369333333
2013,T6,4,2,1,25-Oct,15,684.0550968,1.501029302,1.556304463,10,25,25,0.084166667,0.7755
2013,T6,4,2,1,0-10,10,456.0367312,1.228029511,1.350544721,0,10,10,0.1733,1.6387
2013,T6,4,1,2,50-end,62,2827.427733,1.318977293,1.079451108,50,112,122,0.015966667,0.104066667
2013,T6,4,1,2,25-50,25,1140.091828,1.370740028,1.700459518,25,50,50,0.041366667,0.317966667
2013,T6,4,1,2,25-Oct,15,684.0550968,1.436277357,1.488152058,10,25,25,0.065766667,0.628133333
2013,T6,4,1,2,0-10,10,456.0367312,1.373660901,1.415035141,0,10,10,0.109833333,1.125166667
2013,T6,4,1,1,50-end,64,2918.63508,1.397280718,1.156259658,50,114,122,0.015133333,0.064333333
2013,T6,4,1,1,25-50,25,1140.091828,1.416216372,1.693626735,25,50,50,0.03405,0.262766667
2013,T6,4,1,1,25-Oct,15,684.0550968,1.551063749,1.639616466,10,25,25,0.056033333,0.529033333
2013,T6,4,1,1,0-10,10,456.0367312,1.29175613,1.384927917,0,10,10,0.109033333,1.0535
2013,T6,3,5,2,50-end,60,2736.220387,1.455563273,1.045032781,50,110,122,0.012366667,0.170633333
2013,T6,3,5,2,25-50,25,1140.091828,1.438505275,1.666602596,25,50,50,0.0444,0.305166667
2013,T6,3,5,2,25-Oct,15,684.0550968,1.484334425,1.546568405,10,25,25,0.077533333,0.766033333
2013,T6,3,5,2,0-10,10,456.0367312,1.386917339,1.407053327,0,10,10,0.130566667,1.233833333
2013,T6,3,5,1,50-end,62,2827.427733,1.612656025,0.937201672,50,112,122,0.0099,0.071533333
2013,T6,3,5,1,25-50,25,1140.091828,1.431677477,1.664743097,25,50,50,0.035533333,0.2921
2013,T6,3,5,1,25-Oct,15,684.0550968,1.473676066,1.542343599,10,25,25,0.070033333,0.57295
2013,T6,3,5,1,0-10,10,456.0367312,1.463494571,1.517110252,0,10,10,0.118433333,1.056666667
2013,T6,3,4,2,50-end,63,2873.031406,1.623559925,0.981534693,50,113,122,0.023333333,0.1732
2013,T6,3,4,2,25-50,25,1140.091828,1.552268921,1.646376155,25,50,50,0.050766667,0.380533333
2013,T6,3,4,2,25-Oct,15,684.0550968,1.338436923,1.395586415,10,25,25,0.0755,0.7328
2013,T6,3,4,2,0-10,10,456.0367312,1.296456061,1.23559784,0,10,10,0.137133333,1.3105
2013,T6,3,4,1,50-end,64,2918.63508,1.592048985,0.971680228,50,114,122,0.0018,0.096433333
2013,T6,3,4,1,25-50,25,1140.091828,1.489127636,1.54043732,25,50,50,0.046733333,0.410566667
2013,T6,3,4,1,25-Oct,15,684.0550968,1.114234864,1.228172999,10,25,25,0.0913,0.817333333
2013,T6,3,4,1,0-10,10,456.0367312,1.120702561,1.871445745,0,10,10,0.1536,1.5295
2013,T6,3,3,2,50-end,66,3009.842426,1.611047637,0.802819436,50,116,122,0.0249,0.23955
2013,T6,3,3,2,25-50,25,1140.091828,1.505160656,1.623132413,25,50,50,0.0462,0.401666667
2013,T6,3,3,2,25-Oct,15,684.0550968,1.300740036,1.362858057,10,25,25,0.0974,0.970333333
2013,T6,3,3,2,0-10,10,456.0367312,1.341561133,1.345878431,0,10,10,0.141733333,1.371033333
2013,T6,3,3,1,50-end,65,2964.238753,1.593567813,0.992760788,50,115,122,0.009633333,0.113333333
2013,T6,3,3,1,25-50,25,1140.091828,1.524594478,1.603590128,25,50,50,0.043166667,0.370866667
2013,T6,3,3,1,25-Oct,15,684.0550968,1.267138415,1.329571265,10,25,25,0.099033333,0.9601
2013,T6,3,3,1,0-10,10,456.0367312,1.603411187,1.684951995,0,10,10,0.139733333,1.393433333
2013,T6,3,2,2,50-end,64,2918.63508,1.554988834,0.980228745,50,114,122,0.028133333,0.212766667
2013,T6,3,2,2,25-50,25,1140.091828,1.488913153,1.598748412,25,50,50,0.0453,0.3369
2013,T6,3,2,2,25-Oct,15,684.0550968,1.557285802,1.701599777,10,25,25,0.071933333,0.616933333
2013,T6,3,2,2,0-10,10,456.0367312,1.553856974,1.621422025,0,10,10,0.132933333,1.322533333
2013,T6,3,2,1,50-end,61,2781.82406,1.576378074,0.949851588,50,111,122,0.017766667,0.137033333
2013,T6,3,2,1,25-50,25,1140.091828,1.434510061,1.650165323,25,50,50,0.043066667,0.289033333
2013,T6,3,2,1,25-Oct,15,684.0550968,1.617090034,1.745061188,10,25,25,0.068033333,0.6042
2013,T6,3,2,1,0-10,10,456.0367312,1.403290985,1.592915549,0,10,10,0.110533333,1.0763
2013,T6,3,1,2,50-end,67,3055.446099,1.479937181,0.91954494,50,117,122,0.037966667,0.226966667
2013,T6,3,1,2,25-50,25,1140.091828,1.383850716,1.463618946,25,50,50,0.077866667,0.800733333
2013,T6,3,1,2,25-Oct,15,684.0550968,1.531885437,1.587939342,10,25,25,0.0775,0.734666667
2013,T6,3,1,2,0-10,10,456.0367312,1.45383003,1.546581562,0,10,10,0.131733333,1.3279
2013,T6,3,1,1,50-end,60,2736.220387,1.468200608,1.025330421,50,110,122,0.0252,0.2086
2013,T6,3,1,1,25-50,25,1140.091828,1.392749547,1.451540972,25,50,50,0.078133333,0.833833333
2013,T6,3,1,1,25-Oct,15,684.0550968,1.542942638,1.625626364,10,25,25,0.083933333,0.8612
2013,T6,3,1,1,0-10,10,456.0367312,1.352468327,1.440581328,0,10,10,0.132133333,1.2465
2013,T5,4,5,2,50-end,68,3101.049772,1.410907051,0.961235781,50,118,122,0.0183,0.102133333
2013,T5,4,5,2,25-50,25,1140.091828,1.524606302,1.610168545,25,50,50,0.036933333,0.264366667
2013,T5,4,5,2,25-Oct,15,684.0550968,1.277570723,1.324290988,10,25,25,0.064633333,0.676
2013,T5,4,5,2,0-10,10,456.0367312,1.122657467,1.151174816,0,10,10,0.144233333,1.651433333
2013,T5,4,5,1,50-end,67,3055.446099,1.494212325,0.922735964,50,117,122,0.018333333,0.1172
2013,T5,4,5,1,25-50,25,1140.091828,1.410435539,1.546585948,25,50,50,0.036,0.3556
2013,T5,4,5,1,25-Oct,15,684.0550968,1.51916522,1.553804664,10,25,25,0.051233333,0.478666667
2013,T5,4,5,1,0-10,10,456.0367312,1.477202791,1.542217878,0,10,10,0.087566667,0.961366667
2013,T5,4,4,2,50-end,69,3146.653445,1.446191374,1.031622979,50,119,122,0.008666667,0.0735
