year,treatment,replicate,station,core,section,horizon_length,core_volume_cm3,gravel_free_bulk_density,total_bulk_density,top_depth,bottom_depth,depth,n_percent,c_percent
2013,T4,6,2,2,0-10,10,456.0367312,1.552578956,1.574276699,0,10,10,0.0908,0.8977
2013,T4,6,2,1,50-end,67,3055.446099,1.644578831,0.662421766,50,117,122,0.015333333,0.0784
2013,T4,6,2,1,25-50,25,1140.091828,1.575546759,1.671386421,25,50,50,0.027333333,0.194066667
2013,T4,6,2,1,25-Oct,15,684.0550968,1.547000568,1.602353385,10,25,25,0.0595,0.628966667
2013,T4,6,2,1,0-10,10,456.0367312,1.441892174,1.458277271,0,10,10,0.090033333,0.987933333
2013,T4,6,1,2,50-end,66,3009.842426,1.681647066,0.790547698,50,116,122,0.019733333,0.1045
2013,T4,6,1,2,25-50,25,1140.091828,1.490106232,1.520100362,25,50,50,0.035366667,0.2869
2013,T4,6,1,2,25-Oct,15,684.0550968,1.650366621,1.691863719,10,25,25,0.066166667,0.590266667
2013,T4,6,1,2,0-10,10,456.0367312,1.593296649,1.687381624,0,10,10,0.094966667,0.907633333
2013,T4,6,1,1,50-end,63,2873.031406,1.604186984,0.725242333,50,113,122,0.014033333,0.056433333
2013,T4,6,1,1,25-50,25,1140.091828,1.593324994,1.630258155,25,50,50,0.030733333,0.219233333
2013,T4,6,1,1,25-Oct,15,684.0550968,1.526848059,1.55362924,10,25,25,0.063466667,0.651933333
2013,T4,6,1,1,0-10,10,456.0367312,1.422219343,1.450580523,0,10,10,0.086633333,0.877866667
2013,T1,6,5,2,50-end,63,2873.031406,1.675577545,1.703112921,50,113,122,0.017433333,0.0456
2013,T1,6,5,2,25-50,25,1140.091828,1.661060594,1.751202456,25,50,50,0.028033333,0.166566667
2013,T1,6,5,2,25-Oct,15,684.0550968,1.59711811,1.666600817,10,25,25,0.052666667,0.4739
2013,T1,6,5,2,0-10,10,456.0367312,1.419349437,1.48605459,0,10,10,0.0627,0.649233333
2013,T1,6,5,1,50-end,63,2873.031406,1.749274756,1.77512202,50,113,122,0.010433333,0.042966667
2013,T1,6,5,1,25-50,25,1140.091828,1.59728999,1.636251764,25,50,50,0.011166667,0.0799
2013,T1,6,5,1,25-Oct,15,684.0550968,1.662552371,1.7004002,10,25,25,0.0401,0.362966667
2013,T1,6,5,1,0-10,10,456.0367312,1.735488232,1.77423511,0,10,10,0.0851,0.786466667
2013,T1,6,4,2,50-end,60,2736.220387,1.760741549,1.81115781,50,110,122,0.0126,0.081
2013,T1,6,4,2,25-50,25,1140.091828,1.727377915,1.746999141,25,50,50,0.02315,0.1826
2013,T1,6,4,2,25-Oct,15,684.0550968,1.576396668,1.622153217,10,25,25,0.067,0.6463
2013,T1,6,4,2,0-10,10,456.0367312,1.671680064,1.695384295,0,10,10,0.0695,0.710066667
2013,T1,6,4,1,50-end,64,2918.63508,1.689933361,1.744722671,50,114,122,0.017333333,0.090033333
2013,T1,6,4,1,25-50,25,1140.091828,1.584920377,1.625162749,25,50,50,0.0334,0.306333333
2013,T1,6,4,1,25-Oct,15,684.0550968,1.512673063,1.542232085,10,25,25,0.0635,0.645366667
2013,T1,6,4,1,0-10,10,456.0367312,1.653068704,1.68598272,0,10,10,0.0748,0.797033333
2013,T1,6,3,2,50-end,72,3283.464465,1.461570229,1.503946202,50,122,122,0.020866667,0.083266667
2013,T1,6,3,2,25-50,25,1140.091828,1.660498931,1.700653591,25,50,50,0.0189,0.0927
2013,T1,6,3,2,25-Oct,15,684.0550968,1.49409857,1.530411434,10,25,25,0.0482,0.441166667
2013,T1,6,3,2,0-10,10,456.0367312,1.382882613,1.415862412,0,10,10,0.0577,0.5933
2013,T1,6,3,1,50-end,62,2827.427733,1.708479119,1.780785123,50,112,122,0.025633333,0.097633333
2013,T1,6,3,1,25-50,25,1140.091828,1.679894047,1.736354411,25,50,50,0.021133333,0.185066667
2013,T1,6,3,1,25-Oct,15,684.0550968,1.595175551,1.666602546,10,25,25,0.0528,0.459633333
2013,T1,6,3,1,0-10,10,456.0367312,1.476841189,1.503834629,0,10,10,0.0634,0.611733333
2013,T1,6,2,2,50-end,61,2781.82406,1.664274599,1.687557883,50,111,122,0.012933333,0.028
2013,T1,6,2,2,25-Oct,15,684.0550968,1.612314924,1.678830034,10,25,25,0.05505,0.50295
2013,T1,6,2,2,0-10,10,456.0367312,1.620783534,1.649903996,0,10,10,0.066366667,0.693633333
2013,T1,6,2,1,50-end,63,2873.031406,1.694901192,1.728635595,50,113,122,0.008866667,0.0372
2013,T1,6,2,1,25-50,25,1140.091828,1.710469261,1.728423955,25,50,50,0.025633333,0.13885
2013,T1,6,2,1,25-Oct,15,684.0550968,1.632062409,1.684952885,10,25,25,0.03745,0.27105
2013,T1,6,2,1,0-10,10,456.0367312,1.331636013,1.350165222,0,10,10,0.064166667,0.6237
2013,T1,6,1,2,50-end,64,2918.63508,1.738182222,1.79729547,50,114,122,0.012066667,0.072966667
2013,T1,6,1,2,25-50,25,1140.091828,1.785875331,1.80680347,25,50,50,0.025066667,0.192433333
2013,T1,6,1,2,25-Oct,15,684.0550968,1.592991635,1.620080096,10,25,25,0.0613,0.570833333
2013,T1,6,1,2,0-10,10,456.0367312,1.42399883,1.4368706,0,10,10,0.083233333,0.8334
2013,T1,6,1,1,50-end,67,3055.446099,1.666927362,1.707926285,50,117,122,0.0137,0.063466667
2013,T1,6,1,1,25-50,25,1140.091828,1.709733777,1.764624092,25,50,50,0.028966667,0.213033333
2013,T1,6,1,1,25-Oct,15,684.0550968,1.559553104,1.57822119,10,25,25,0.0524,0.5387
2013,T1,6,1,1,0-10,10,456.0367312,1.481175049,1.517049352,0,10,10,0.076933333,0.8831
2013,T2,6,3,1,25-Oct,15,684.0550968,1.502687061,1.53487745,10,25,25,0.068633333,0.660833333
2013,T2,6,3,1,0-10,10,456.0367312,1.041806036,1.055094439,0,10,10,0.102833333,1.030966667
2013,T7,6,5,2,50-end,63,2873.031406,1.676357892,0.999837312,50,113,122,0.0242,0.08425
2013,T7,6,5,2,25-50,25,1140.091828,1.479133899,1.549869894,25,50,50,0.038666667,0.3239
2013,T7,6,5,2,25-Oct,15,684.0550968,1.399805845,1.430188891,10,25,25,0.075933333,0.709
2013,T7,6,5,2,0-10,10,456.0367312,1.161896921,1.17744463,0,10,10,0.152366667,1.695966667
2013,T7,6,5,1,50-end,63,2873.031406,1.653599522,0.98274735,50,113,122,0.010133333,0.053866667
2013,T7,6,5,1,25-50,25,1140.091828,1.497664858,1.637590898,25,50,50,0.037466667,0.343133333
2013,T7,6,5,1,25-Oct,15,684.0550968,1.405481438,1.436548028,10,25,25,0.089433333,0.891433333
2013,T7,6,5,1,0-10,10,456.0367312,1.093758114,1.018904769,0,10,10,0.154766667,1.669166667
2013,T7,6,4,2,50-end,63,2873.031406,1.689147972,0.840604803,50,113,122,0.018766667,0.1324
2013,T7,6,4,2,25-50,25,1140.091828,1.591997017,1.632679013,25,50,50,0.046866667,0.389933333
2013,T7,6,4,2,25-Oct,15,684.0550968,1.390141081,1.414897725,10,25,25,0.090666667,0.894333333
2013,T7,6,4,2,0-10,10,456.0367312,0.968454057,0.924986895,0,10,10,0.1679,1.8765
2013,T7,6,4,1,50-end,68,3101.049772,1.529864266,0.852351363,50,118,122,0.010966667,0.183366667
2013,T7,6,4,1,25-50,25,1140.091828,1.384490216,1.444930978,25,50,50,0.051833333,0.491066667
2013,T7,6,4,1,25-Oct,15,684.0550968,1.324715974,1.362723565,10,25,25,0.0842,0.881466667
2013,T7,6,4,1,0-10,10,456.0367312,1.136966787,1.142337808,0,10,10,0.140133333,1.615
2013,T7,6,3,2,50-end,63,2873.031406,1.630778253,0.973408781,50,113,122,0.006666667,0.076933333
2013,T7,6,3,2,25-50,25,1140.091828,1.404421018,1.600962269,25,50,50,0.004333333,0.058833333
2013,T7,6,3,2,25-Oct,15,684.0550968,1.612028945,1.629281041,10,25,25,0.031966667,0.301233333
2013,T7,6,3,2,0-10,10,456.0367312,0.509296362,1.569430599,0,10,10,0.151933333,1.837933333
2013,T7,6,3,1,50-end,61,2781.82406,1.634462603,1.106850733,50,111,122,0.016566667,0.09725
2013,T7,6,3,1,25-50,25,1140.091828,1.61171239,1.675017708,25,50,50,0.041733333,0.4066
2013,T7,6,3,1,25-Oct,15,684.0550968,1.38047302,1.42951643,10,25,25,0.0891,0.839066667
2013,T7,6,3,1,0-10,10,456.0367312,1.06439475,1.029803013,0,10,10,0.1517,1.67375
2013,T7,6,2,2,50-end,66,,,,50,116,122,0.0152,0.099833333
2013,T7,6,2,2,25-50,25,,,,25,50,50,0.049066667,0.4086
2013,T7,6,2,2,25-Oct,15,,,,10,25,25,0.099433333,0.9663
2013,T7,6,2,2,0-10,10,,,,0,10,10,0.1579,1.8161
2013,T7,6,2,1,50-end,64,2918.63508,1.638623616,0.980302067,50,114,122,0.020766667,0.110466667
2013,T7,6,2,1,25-50,25,1140.091828,1.5731183,1.284557931,25,50,50,0.024066667,0.197266667
2013,T7,6,2,1,25-Oct,15,684.0550968,1.428795471,1.465127597,10,25,25,0.081066667,0.834033333
2013,T7,6,2,1,0-10,10,456.0367312,1.231515534,1.143434211,0,10,10,0.1337,1.4995
2013,T7,6,1,2,50-end,62,2827.427733,1.600231269,0.798766304,50,112,122,0.015333333,0.153533333
2013,T7,6,1,2,25-50,25,1140.091828,1.570277198,1.627161913,25,50,50,0.045333333,0.353233333
2013,T7,6,1,2,25-Oct,15,684.0550968,1.345597004,1.374389292,10,25,25,0.0801,0.786766667
2013,T7,6,1,2,0-10,10,456.0367312,1.023076532,1.030943272,0,10,10,0.1413,1.6511
2013,T7,6,1,1,50-end,57,2599.409368,1.640678241,0.856961596,50,107,122,0.015033333,0.067866667
2013,T7,6,1,1,25-50,25,1140.091828,1.589344856,1.732697272,25,50,50,0.043333333,0.391833333
2013,T7,6,1,1,25-Oct,15,684.0550968,1.40604877,1.454514417,10,25,25,0.0924,0.933566667
2013,T7,6,1,1,0-10,10,456.0367312,1.083967231,1.04192923,0,10,10,0.1495,1.791233333
2013,T5,6,5,2,50-end,69,3146.653445,1.564273915,0.82558313,50,119,122,0.0193,0.121833333
2013,T5,6,5,2,25-50,25,1140.091828,1.445575129,1.470586806,25,50,50,0.063333333,0.6411
2013,T5,6,5,2,25-Oct,15,684.0550968,1.413097873,1.451005927,10,25,25,0.104066667,1.092066667
2013,T5,6,5,2,0-10,10,456.0367312,1.437677914,1.4661933,0,10,10,0.153566667,1.745266667
2013,T5,6,5,1,50-end,67,3055.446099,1.675215607,0.923306748,50,117,122,0.021666667,0.131533333
2013,T5,6,5,1,25-50,25,1140.091828,1.454934327,1.469490403,25,50,50,0.0761,0.868633333
2013,T5,6,5,1,25-Oct,15,684.0550968,1.360811448,1.434764546,10,25,25,0.106666667,1.131533333
2013,T5,6,5,1,0-10,10,456.0367312,0.949672303,0.955050263,0,10,10,0.1433,1.640266667
2013,T3,6,5,2,50-end,63,2873.031406,1.630020584,1.036119547,50,113,122,0.004966667,0.0865
2013,T3,6,5,2,25-50,25,1140.091828,1.578224086,1.647870771,25,50,50,0.036166667,0.269833333
2013,T3,6,5,2,25-Oct,15,684.0550968,1.304352625,1.381830213,10,25,25,0.064033333,0.712633333
2013,T3,6,5,2,0-10,10,456.0367312,1.286602281,1.408347083,0,10,10,0.1145,1.0841
2013,T3,6,5,1,50-end,64,,,,50,114,122,0.017666667,0.0718
2013,T3,6,5,1,25-50,25,,,,25,50,50,0.042266667,0.259666667
2013,T3,6,5,1,25-Oct,15,,,,10,25,25,0.071033333,0.719133333
2013,T3,6,5,1,0-10,10,,,,0,10,10,0.1018,1.015066667
2013,T3,6,4,2,50-end,62,2827.427733,1.562033622,1.135835927,50,112,122,0.0093,0.0327
2013,T3,6,4,2,25-50,25,1140.091828,1.810303843,1.837636187,25,50,50,0.022066667,0.1298
2013,T3,6,4,2,25-Oct,15,684.0550968,1.680534282,1.737707979,10,25,25,0.0627,0.550766667
2013,T3,6,4,2,0-10,10,456.0367312,1.291960228,1.315240548,0,10,10,0.108,1.1442
2013,T3,6,4,1,50-end,60,2736.220387,1.667711713,1.245204522,50,110,122,0.010233333,0.043033333
2013,T3,6,4,1,25-50,25,1140.091828,1.655452336,1.773220324,25,50,50,0.031966667,0.2269
2013,T3,6,4,1,25-Oct,15,684.0550968,1.644317846,1.686864122,10,25,25,0.0778,0.706533333
2013,T3,6,4,1,0-10,10,456.0367312,1.265597792,1.292523079,0,10,10,0.09,0.937166667
2013,T3,6,3,2,50-end,69,3146.653445,1.632477308,0.907714831,50,119,122,0.026,0.117333333
2013,T3,6,3,2,25-50,25,1140.091828,1.663912272,1.721759556,25,50,50,0.025066667,0.0487
2013,T3,6,3,2,25-Oct,15,684.0550968,1.718320476,1.782704355,10,25,25,0.068,0.620033333
2013,T3,6,3,2,0-10,10,456.0367312,1.32738073,1.38036688,0,10,10,0.1007,0.958366667
2013,T3,6,3,1,50-end,61,2781.82406,1.646894674,1.095243241,50,111,122,0.0176,0.071266667
2013,T3,6,3,1,25-50,25,1140.091828,1.783143621,1.808313988,25,50,50,0.032633333,0.255666667
2013,T3,6,3,1,25-Oct,15,684.0550968,1.58563467,1.629617271,10,25,25,0.0782,0.6494
2013,T3,6,3,1,0-10,10,456.0367312,1.279166832,1.337694879,0,10,10,0.1117,1.061533333
2013,T3,6,2,2,50-end,72,,,,50,122,122,0.0386,0.2522
2013,T3,6,2,2,25-50,25,,,,25,50,50,0.0622,0.672933333
2013,T3,6,2,2,25-Oct,15,,,,10,25,25,0.092333333,0.868733333
2013,T3,6,2,2,0-10,10,,,,0,10,10,0.1299,1.3131
2013,T3,6,2,1,50-end,69,3146.653445,1.516944419,1.678087046,50,119,122,0.034566667,0.2968
2013,T3,6,2,1,25-50,25,1140.091828,1.375025133,1.394523562,25,50,50,0.0629,0.7084
2013,T3,6,2,1,25-Oct,15,684.0550968,1.351473117,1.38271329,10,25,25,0.086733333,0.827933333
2013,T3,6,2,1,0-10,10,456.0367312,1.393388159,1.402312879,0,10,10,0.125466667,1.273
2013,T3,6,1,2,50-end,60,2736.220387,1.701796614,1.777185278,50,110,122,0.0233,0.176533333
2013,T3,6,1,2,25-50,25,1140.091828,1.53556968,1.564900651,25,50,50,0.059566667,0.510133333
2013,T3,6,1,2,25-Oct,15,684.0550968,1.556305318,1.573686959,10,25,25,0.099533333,0.9014
2013,T3,6,1,2,0-10,10,456.0367312,1.218200955,1.246400437,0,10,10,0.1176,1.209233333
2013,T3,6,1,1,50-end,63,2873.031406,1.749128765,1.830071145,50,113,122,0.018766667,0.095366667
2013,T3,6,1,1,25-50,25,1140.091828,1.543305009,1.559180923,25,50,50,0.0457,0.4442
2013,T3,6,1,1,25-Oct,15,684.0550968,1.476624061,1.484825155,10,25,25,0.096133333,0.9417
2013,T3,6,1,1,0-10,10,456.0367312,1.196882365,1.227274653,0,10,10,0.135933333,1.42
2013,T2,6,5,2,50-end,64,2918.63508,1.665460712,1.744675822,50,114,122,0.017266667,0.03405
2013,T2,6,5,2,25-50,25,1140.091828,1.585907896,1.661059738,25,50,50,0.0321,0.2499
2013,T2,6,5,2,25-Oct,15,684.0550968,1.519309438,1.544219712,10,25,25,0.063066667,0.598733333
2013,T2,6,5,2,0-10,10,456.0367312,1.494160669,1.513194223,0,10,10,0.087733333,0.830733333
2013,T2,6,5,1,50-end,60,2736.220387,1.590715742,1.654022046,50,110,122,0.0119,0.083
2013,T2,6,5,1,25-50,25,1140.091828,1.734724337,1.766932269,25,50,50,0.024533333,0.176333333
2013,T2,6,5,1,25-Oct,15,684.0550968,1.624558366,1.737049305,10,25,25,0.079733333,0.742733333
2013,T2,6,5,1,0-10,10,456.0367312,1.344870715,1.419162976,0,10,10,0.1191,1.151366667
2013,T2,6,4,2,50-end,64,2918.63508,1.592009839,1.746037317,50,114,122,0.017933333,0.066333333
2013,T2,6,4,2,25-50,25,1140.091828,1.623977741,1.700454037,25,50,50,0.0292,0.219233333
2013,T2,6,4,2,25-Oct,15,684.0550968,1.541832253,1.557401174,10,25,25,0.067966667,0.610166667
2013,T2,6,4,2,0-10,10,456.0367312,1.388242345,1.421287929,0,10,10,0.083133333,0.798166667
2013,T2,6,4,1,50-end,61,2781.82406,1.574689268,1.669296257,50,111,122,0.022766667,0.2587
2013,T2,6,4,1,25-50,25,1140.091828,1.630115811,1.679287289,25,50,50,0.034033333,0.2624
2013,T2,6,4,1,25-Oct,15,684.0550968,1.581062352,1.600578323,10,25,25,0.0641,0.5872
2013,T2,6,4,1,0-10,10,456.0367312,1.56599805,1.670704528,0,10,10,0.0865,0.990066667
2013,T2,6,3,2,50-end,63,2873.031406,1.63072032,1.737036596,50,113,122,0.0085,0.038266667
2013,T2,6,3,2,25-50,25,1140.091828,1.614218239,1.704158363,25,50,50,0.02,0.149733333
2013,T2,6,3,2,25-Oct,15,684.0550968,1.648365057,1.687791706,10,25,25,0.0719,0.693366667
2013,T2,6,3,2,0-10,10,456.0367312,1.554757344,1.58201392,0,10,10,0.089533333,0.923433333
2013,T2,6,3,1,50-end,67,3055.446099,1.675530738,1.735937629,50,117,122,0.013766667,0.0272
2013,T2,6,3,1,25-50,25,1140.091828,1.620327283,1.702592586,25,50,50,0.0334,0.270933333
2013,T2,6,2,2,50-end,67,3055.446099,1.64013337,1.752876318,50,117,122,0.015866667,0.087066667
2013,T2,6,2,2,25-50,25,1140.091828,1.535163981,1.571994347,25,50,50,0.03875,0.3139
2013,T2,6,2,2,25-Oct,15,684.0550968,1.424640208,1.484050627,10,25,25,0.073566667,0.794066667
2013,T2,6,2,2,0-10,10,456.0367312,1.37440469,1.398525554,0,10,10,0.1022,1.045833333
2013,T2,6,2,1,50-end,62,2827.427733,1.722156983,1.759834339,50,112,122,0.017,0.1156
2013,T2,6,2,1,25-50,25,1140.091828,1.482492371,1.575932213,25,50,50,0.041566667,0.286
2013,T2,6,2,1,25-Oct,15,684.0550968,1.489155649,1.516521866,10,25,25,0.070666667,0.8577
2013,T2,6,2,1,0-10,10,456.0367312,1.531010365,1.559801905,0,10,10,0.098633333,1.000033333
2013,T2,6,1,2,50-end,64,2918.63508,1.620029498,1.700570571,50,114,122,0.015933333,0.041433333
2013,T2,6,1,2,25-50,25,1140.091828,1.56232373,1.687576799,25,50,50,0.036866667,0.260266667
2013,T2,6,1,2,25-Oct,15,684.0550968,1.509431513,1.54820032,10,25,25,0.074833333,0.658733333
2013,T2,6,1,2,0-10,10,456.0367312,1.54484744,1.562017109,0,10,10,0.1072,1.085033333
2013,T2,6,1,1,50-end,66,3009.842426,1.681275562,1.708682312,50,116,122,0.016866667,0.0538
2013,T2,6,1,1,25-50,25,1140.091828,1.6247684,1.670773466,25,50,50,0.0297,0.197633333
2013,T2,6,1,1,25-Oct,15,684.0550968,1.538498138,1.565279607,10,25,25,0.066766667,0.6007
2013,T2,6,1,1,0-10,10,456.0367312,1.420074115,1.444238835,0,10,10,0.097666667,0.950366667
2013,T5,5,1,1,25-50,25,1140.091828,1.5444191,1.577262424,25,50,50,0.053233333,0.4553
2013,T6,6,5,2,50-end,57,2599.409368,1.90919909,0.130206502,50,107,122,0.011333333,0.051766667
2013,T6,6,5,2,25-50,25,1140.091828,1.973753293,0.025199725,25,50,50,0.038666667,0.3306
2013,T6,6,5,2,25-Oct,15,684.0550968,1.617325863,0.090635974,10,25,25,0.095166667,0.8489
2013,T6,6,5,2,0-10,10,456.0367312,1.275664788,0.010043051,0,10,10,0.1545,1.352
2013,T6,6,5,1,50-end,64,2918.63508,1.608983475,0.844211055,50,114,122,0.018866667,0.08655
2013,T6,6,5,1,25-50,25,1140.091828,1.623308369,1.684446773,25,50,50,0.0371,0.259333333
2013,T6,6,5,1,25-Oct,15,684.0550968,1.439400994,1.48948236,10,25,25,0.093433333,0.8857
2013,T6,6,5,1,0-10,10,456.0367312,1.238578267,1.252789438,0,10,10,0.143766667,1.382233333
2013,T6,6,4,2,50-end,63,2873.031406,1.655000252,0.979294551,50,113,122,0.0097,0.041633333
2013,T6,6,4,2,25-50,25,1140.091828,1.75869526,1.715935464,25,50,50,0.0334,0.272766667
2013,T6,6,4,2,25-Oct,15,684.0550968,1.576048278,1.590205241,10,25,25,0.068333333,0.6137
2013,T6,6,4,2,0-10,10,456.0367312,1.203429869,1.222594501,0,10,10,0.124,1.2456
2013,T6,6,4,1,50-end,64,2918.63508,1.631730586,0.458941924,50,114,122,0.011466667,0.048166667
2013,T6,6,4,1,25-50,25,1140.091828,1.629689067,1.74365253,25,50,50,0.0338,0.25505
2013,T6,6,4,1,25-Oct,15,684.0550968,1.478994119,1.545311196,10,25,25,0.0762,0.802066667
2013,T6,6,4,1,0-10,10,456.0367312,1.083072502,1.157577809,0,10,10,0.1287,1.237966667
2013,T6,6,3,2,50-end,64,2918.63508,1.652264763,0.794890055,50,114,122,0.010133333,0.126
2013,T6,6,3,2,25-50,25,1140.091828,1.623011977,1.684955504,25,50,50,0.0095,0.055766667
2013,T6,6,3,2,25-Oct,15,684.0550968,1.473452125,1.535516664,10,25,25,0.0506,0.545166667
2013,T6,6,3,2,0-10,10,456.0367312,1.584764034,1.609098456,0,10,10,0.114533333,1.091066667
2013,T6,6,3,1,50-end,68,3101.049772,1.705840501,0.954458721,50,118,122,0.021266667,0.094933333
2013,T6,6,3,1,25-50,25,1140.091828,1.51140369,1.594076859,25,50,50,0.03695,0.2884
2013,T6,6,3,1,25-Oct,15,684.0550968,1.466170644,1.537797182,10,25,25,0.0614,0.564633333
2013,T6,6,3,1,0-10,10,456.0367312,1.520661347,1.569737591,0,10,10,0.105233333,1.018866667
2013,T6,6,2,2,50-end,64,2918.63508,1.47934025,0.876250004,50,114,122,0.0247,0.142533333
2013,T6,6,2,2,25-50,25,1140.091828,1.647723708,1.674780884,25,50,50,0.038533333,0.3085
2013,T6,6,2,2,25-Oct,15,684.0550968,1.495942779,1.589357356,10,25,25,0.077,0.7833
2013,T6,6,2,2,0-10,10,456.0367312,1.185017959,1.245553178,0,10,10,0.127666667,1.292433333
2013,T6,6,2,1,50-end,67,3055.446099,1.702503776,1.019868752,50,117,122,0.002433333,0.042266667
2013,T6,6,2,1,25-50,25,1140.091828,1.670840702,1.715593386,25,50,50,0.037833333,0.317366667
2013,T6,6,2,1,25-Oct,15,684.0550968,1.368384364,1.429662617,10,25,25,0.069,0.751166667
2013,T6,6,2,1,0-10,10,456.0367312,1.330747833,1.37720924,0,10,10,0.136166667,1.3439
2013,T6,6,1,2,50-end,66,3009.842426,1.552223462,0.919610933,50,116,122,0.0165,0.048733333
2013,T6,6,1,2,25-50,25,1140.091828,1.688050761,1.777123518,25,50,50,0.025133333,0.142533333
2013,T6,6,1,2,25-Oct,15,684.0550968,1.489838147,1.556172895,10,25,25,0.0583,0.585433333
2013,T6,6,1,2,0-10,10,456.0367312,1.583882228,1.672492472,0,10,10,0.11985,1.1765
2013,T6,6,1,1,50-end,66,3009.842426,1.67297917,1.025270949,50,116,122,0.015,0.10095
2013,T6,6,1,1,25-50,25,1140.091828,1.530663091,1.597629204,25,50,50,0.038866667,0.318266667
2013,T6,6,1,1,25-Oct,15,684.0550968,1.536916698,1.605262508,10,25,25,0.0815,0.800766667
2013,T6,6,1,1,0-10,10,456.0367312,1.139273249,1.154442096,0,10,10,0.143466667,1.445033333
2013,T6,5,5,2,50-end,66,3009.842426,1.500333723,1.230637182,50,116,122,0.025066667,0.155766667
2013,T6,5,5,2,25-50,25,1140.091828,1.566606037,1.634459571,25,50,50,0.044933333,0.251666667
2013,T6,5,5,2,25-Oct,15,684.0550968,1.449684751,1.507434131,10,25,25,0.071566667,0.700733333
2013,T6,5,5,2,0-10,10,456.0367312,1.255555749,1.298399799,0,10,10,0.134633333,1.2914
2013,T6,5,5,1,50-end,65,2964.238753,1.434786822,1.033032173,50,115,122,0.021433333,0.10015
2013,T6,5,5,1,25-50,25,1140.091828,1.56473255,1.629986247,25,50,50,0.029066667,0.06525
2013,T6,5,5,1,25-Oct,15,684.0550968,1.40806276,1.458417611,10,25,25,0.085133333,0.823466667
2013,T6,5,5,1,0-10,10,456.0367312,1.371982695,1.45919825,0,10,10,0.142133333,1.392333333
2013,T5,6,4,2,50-end,64,2918.63508,1.654808047,1.071108212,50,114,122,0.038733333,0.273233333
2013,T5,6,4,2,25-50,25,1140.091828,1.636109597,1.650116205,25,50,50,0.012466667,0.0739
2013,T5,6,4,2,25-Oct,15,684.0550968,1.482112424,1.529903081,10,25,25,0.0919,0.9156
2013,T5,6,4,2,0-10,10,456.0367312,1.32670199,1.342146275,0,10,10,0.123566667,1.3219
2013,T5,6,4,1,50-end,62,2827.427733,1.572452099,0.789708601,50,112,122,0.017633333,0.2257
2013,T5,6,4,1,25-50,25,1140.091828,1.550861412,1.585866994,25,50,50,0.02665,0.04895
2013,T5,6,4,1,25-Oct,15,684.0550968,1.402537844,1.436606502,10,25,25,0.0857,0.918566667
2013,T5,6,4,1,0-10,10,456.0367312,1.328081673,1.325502879,0,10,10,0.1696,2.002966667
2013,T5,6,3,2,50-end,68,3101.049772,1.572382483,1.028620704,50,118,122,0.0158,0.0723
2013,T5,5,1,1,0-10,10,456.0367312,1.219132754,1.244544488,0,10,10,0.130066667,1.528866667
2013,T5,6,3,2,25-50,25,1140.091828,1.549238774,1.613250753,25,50,50,0.031433333,0.179033333
2013,T5,6,3,2,25-Oct,15,684.0550968,1.565285892,1.590716896,10,25,25,0.071466667,0.668966667
2013,T5,6,3,2,0-10,10,456.0367312,1.189391248,1.22136653,0,10,10,0.124166667,1.3929
2013,T5,6,3,1,50-end,65,2964.238753,1.645547681,0.710018381,50,115,122,0.0171,0.0767
2013,T5,6,3,1,25-50,25,1140.091828,1.530078343,1.615864578,25,50,50,0.0409,0.328466667
2013,T5,6,3,1,25-Oct,15,684.0550968,1.428996217,1.472086101,10,25,25,0.087,0.890866667
2013,T5,6,3,1,0-10,10,456.0367312,1.442957654,1.475249588,0,10,10,0.0992,1.0494
2013,T5,6,2,2,50-end,72,3283.464465,1.434874859,0.848845489,50,122,122,0.024,0.149566667
2013,T5,6,2,2,25-50,25,1140.091828,1.358427962,1.369454602,25,50,50,0.070033333,0.680233333
2013,T5,6,2,2,25-Oct,15,684.0550968,0.990862262,1.091034923,10,25,25,0.1137,1.226233333
2013,T5,6,2,2,0-10,10,456.0367312,1.320708378,1.333594332,0,10,10,0.1602,1.776033333
2013,T5,6,2,1,50-end,66,3009.842426,1.651353219,0.994893943,50,116,122,0.0136,0.10065
2013,T5,6,2,1,25-50,25,1140.091828,1.420929561,1.45462318,25,50,50,0.062933333,0.5708
2013,T5,6,2,1,25-Oct,15,684.0550968,1.326286766,1.350224572,10,25,25,0.103033333,1.0525
2013,T5,6,2,1,0-10,10,456.0367312,1.205162176,1.217879969,0,10,10,0.146333333,1.485466667
2013,T5,6,1,2,50-end,66,3009.842426,1.615833822,1.146649396,50,116,122,0.0109,0.044633333
2013,T5,6,1,2,25-50,25,1140.091828,1.487944695,1.607444203,25,50,50,0.030266667,0.2069
2013,T5,6,1,2,25-Oct,15,684.0550968,1.576974102,1.627234422,10,25,25,0.064933333,0.6209
2013,T5,6,1,2,0-10,10,456.0367312,1.593174704,1.637232155,0,10,10,0.142866667,1.617966667
2013,T5,6,1,1,50-end,70,3192.257118,1.560476095,0.791748254,50,120,122,0.020933333,0.0801
2013,T5,6,1,1,25-50,25,1140.091828,1.495129427,1.553106475,25,50,50,0.038933333,0.34975
2013,T5,6,1,1,25-Oct,15,684.0550968,1.430635556,1.449646388,10,25,25,0.0898,0.9299
2013,T5,6,1,1,0-10,10,456.0367312,1.094515366,1.095850325,0,10,10,0.1297,1.338333333
2013,T5,5,5,2,50-end,70,3192.257118,1.632445559,0.889584985,50,120,122,0.017066667,0.0855
