year,sample_date,treatment,replicate,station,core,section,horizon_length,core_volume_cm3,gravel_free_bulk_density,total_bulk_density,top_depth,bottom_depth,depth,n,c
2013,9/12/2013,T8,R1,S2,C1,50-end cm,63,2873.031406,1.484648741,1.129797604,50,113,122,0.014866667,0.048533333
2013,9/12/2013,T8,R1,S2,C1,25-50cm,25,1140.091828,1.515620766,1.619916883,25,50,50,0.043366667,0.368733333
2013,9/12/2013,T8,R1,S2,C1,10-25cm,15,684.0550968,1.30987147,1.389958213,10,25,25,0.0919,0.881633333
2013,9/12/2013,T8,R1,S2,C1,0-10cm,10,456.0367312,0.943172348,0.876613599,0,10,10,0.256133333,2.9824
2013,9/12/2013,T8,R1,S1,C2,50-end cm,64,2918.63508,1.481456662,0.940725348,50,114,122,0.0236,0.14095
2013,9/12/2013,T8,R1,S1,C2,25-50cm,25,1140.091828,1.485510588,1.544045801,25,50,50,0.0335,0.281566667
2013,9/12/2013,T8,R1,S1,C2,10-25cm,15,684.0550968,1.418177247,1.429501812,10,25,25,0.0744,0.754633333
2013,9/12/2013,T8,R1,S1,C2,0-10cm,10,456.0367312,1.197746975,1.188079738,0,10,10,0.2113,2.613633333
2013,9/12/2013,T8,R1,S1,C1,50-end cm,67,3055.446099,1.433292506,0.836150898,50,117,122,0.01105,0.10145
2013,9/12/2013,T8,R1,S1,C1,25-50cm,25,1140.091828,1.531537857,1.608716031,25,50,50,0.0283,0.280366667
2013,9/12/2013,T8,R1,S1,C1,10-25cm,15,684.0550968,1.402943801,1.430905207,10,25,25,0.073,0.6971
2013,9/12/2013,T8,R1,S1,C1,0-10cm,10,456.0367312,1.109402737,1.107450268,0,10,10,0.2007,2.3995
2013,9/12/2013,T4,R6,S5,C2,50-end cm,64,2918.63508,1.57657202,0.933759763,50,114,122,0.0111,0.062033333
2013,9/12/2013,T4,R6,S5,C2,25-50cm,25,1140.091828,1.691103289,1.726627585,25,50,50,0.03255,0.2618
2013,9/12/2013,T4,R6,S5,C2,10-25cm,15,684.0550968,1.495617994,1.597514594,10,25,25,0.094566667,0.873066667
2013,9/12/2013,T4,R6,S5,C2,0-10cm,10,456.0367312,1.317315648,1.346860808,0,10,10,0.116733333,1.2127
2013,9/12/2013,T4,R6,S5,C1,50-end cm,65,2964.238753,1.716379023,0.820012895,50,115,122,0.014966667,0.13905
2013,9/12/2013,T4,R6,S5,C1,25-50cm,25,1140.091828,1.594450728,1.644011433,25,50,50,0.017266667,0.103733333
2013,9/12/2013,T4,R6,S5,C1,10-25cm,15,684.0550968,1.512370937,1.587486162,10,25,25,0.0811,0.890466667
2013,9/12/2013,T4,R6,S5,C1,0-10cm,10,456.0367312,1.505462803,1.51713218,0,10,10,0.1185,1.241233333
2013,9/12/2013,T4,R6,S4,C2,50-end cm,64,2918.63508,1.658838095,0.836454005,50,114,122,0.016633333,0.051566667
2013,9/12/2013,T4,R6,S4,C2,25-50cm,25,1140.091828,1.537699649,1.739082722,25,50,50,0.03725,0.25215
2013,9/12/2013,T4,R6,S4,C2,10-25cm,15,684.0550968,1.522564562,1.562181183,10,25,25,0.075366667,0.740433333
2013,9/12/2013,T4,R6,S4,C2,0-10cm,10,456.0367312,1.27208008,1.31611767,0,10,10,0.1092,1.146066667
2013,9/12/2013,T4,R6,S4,C1,50-end cm,64,2918.63508,1.686916614,0.760271133,50,114,122,0.0188,0.0636
2013,9/12/2013,T4,R6,S4,C1,25-50cm,25,1140.091828,1.669461889,1.717259919,25,50,50,0.01675,0.0875
2013,9/12/2013,T4,R6,S4,C1,10-25cm,15,684.0550968,1.436643913,1.466136287,10,25,25,0.071233333,0.7097
2013,9/12/2013,T4,R6,S4,C1,0-10cm,10,456.0367312,1.324856846,1.363811197,0,10,10,0.1071,1.093666667
2013,9/12/2013,T4,R6,S3,C2,50-end cm,64,2918.63508,1.578947472,0.699451608,50,114,122,0.013,0.04065
2013,9/12/2013,T4,R6,S3,C2,25-50cm,25,1140.091828,1.648300716,1.673930076,25,50,50,0.015266667,0.078166667
2013,9/12/2013,T4,R6,S3,C2,10-25cm,15,684.0550968,1.557355527,1.583846104,10,25,25,0.057666667,0.564066667
2013,9/12/2013,T4,R6,S3,C2,0-10cm,10,456.0367312,1.643179171,1.673523091,0,10,10,0.0979,0.9005
2013,9/12/2013,T4,R6,S3,C1,50-end cm,66,3009.842426,1.637780669,0.748146807,50,116,122,0.013233333,0.0431
2013,9/12/2013,T4,R6,S3,C1,25-50cm,25,1140.091828,1.758065142,1.781991547,25,50,50,0.028666667,0.188733333
2013,9/12/2013,T4,R6,S3,C1,10-25cm,15,684.0550968,1.631354483,1.667889042,10,25,25,0.060333333,0.5795
2013,9/12/2013,T4,R6,S3,C1,0-10cm,10,456.0367312,1.543757489,1.628943349,0,10,10,0.0923,0.9298
2013,9/12/2013,T4,R6,S2,C2,50-end cm,65,2964.238753,1.674580555,0.916378277,50,115,122,0.014833333,0.052933333
2013,9/12/2013,T4,R6,S2,C2,25-50cm,25,1140.091828,1.616181039,1.701436632,25,50,50,0.019533333,0.101
2013,9/12/2013,T4,R6,S2,C2,10-25cm,15,684.0550968,1.592774274,1.633403516,10,25,25,0.0658,0.6263
2013,9/12/2013,T4,R6,S2,C2,0-10cm,10,456.0367312,1.552578956,1.574276699,0,10,10,0.0908,0.8977
2013,9/12/2013,T4,R6,S2,C1,50-end cm,67,3055.446099,1.644578831,0.662421766,50,117,122,0.015333333,0.0784
2013,9/12/2013,T4,R6,S2,C1,25-50cm,25,1140.091828,1.575546759,1.671386421,25,50,50,0.027333333,0.194066667
2013,9/12/2013,T4,R6,S2,C1,10-25cm,15,684.0550968,1.547000568,1.602353385,10,25,25,0.0595,0.628966667
2013,9/12/2013,T4,R6,S2,C1,0-10cm,10,456.0367312,1.441892174,1.458277271,0,10,10,0.090033333,0.987933333
2013,9/12/2013,T4,R6,S1,C2,50-end cm,66,3009.842426,1.681647066,0.790547698,50,116,122,0.019733333,0.1045
2013,9/12/2013,T4,R6,S1,C2,25-50cm,25,1140.091828,1.490106232,1.520100362,25,50,50,0.035366667,0.2869
2013,9/12/2013,T4,R6,S1,C2,10-25cm,15,684.0550968,1.650366621,1.691863719,10,25,25,0.066166667,0.590266667
2013,9/12/2013,T4,R6,S1,C2,0-10cm,10,456.0367312,1.593296649,1.687381624,0,10,10,0.094966667,0.907633333
2013,9/12/2013,T4,R6,S1,C1,50-end cm,63,2873.031406,1.604186984,0.725242333,50,113,122,0.014033333,0.056433333
2013,9/12/2013,T4,R6,S1,C1,25-50cm,25,1140.091828,1.593324994,1.630258155,25,50,50,0.030733333,0.219233333
2013,9/12/2013,T4,R6,S1,C1,10-25cm,15,684.0550968,1.526848059,1.55362924,10,25,25,0.063466667,0.651933333
2013,9/12/2013,T4,R6,S1,C1,0-10cm,10,456.0367312,1.422219343,1.450580523,0,10,10,0.086633333,0.877866667
2013,9/12/2013,T1,R6,S5,C2,50-end cm,63,2873.031406,1.675577545,1.703112921,50,113,122,0.017433333,0.0456
2013,9/12/2013,T1,R6,S5,C2,25-50cm,25,1140.091828,1.661060594,1.751202456,25,50,50,0.028033333,0.166566667
2013,9/12/2013,T1,R6,S5,C2,10-25cm,15,684.0550968,1.59711811,1.666600817,10,25,25,0.052666667,0.4739
2013,9/12/2013,T1,R6,S5,C2,0-10cm,10,456.0367312,1.419349437,1.48605459,0,10,10,0.0627,0.649233333
2013,9/12/2013,T1,R6,S5,C1,50-end cm,63,2873.031406,1.749274756,1.77512202,50,113,122,0.010433333,0.042966667
2013,9/12/2013,T1,R6,S5,C1,25-50cm,25,1140.091828,1.59728999,1.636251764,25,50,50,0.011166667,0.0799
2013,9/12/2013,T1,R6,S5,C1,10-25cm,15,684.0550968,1.662552371,1.7004002,10,25,25,0.0401,0.362966667
2013,9/12/2013,T1,R6,S5,C1,0-10cm,10,456.0367312,1.735488232,1.77423511,0,10,10,0.0851,0.786466667
2013,9/12/2013,T1,R6,S4,C2,50-end cm,60,2736.220387,1.760741549,1.81115781,50,110,122,0.0126,0.081
2013,9/12/2013,T1,R6,S4,C2,25-50cm,25,1140.091828,1.727377915,1.746999141,25,50,50,0.02315,0.1826
2013,9/12/2013,T1,R6,S4,C2,10-25cm,15,684.0550968,1.576396668,1.622153217,10,25,25,0.067,0.6463
2013,9/12/2013,T1,R6,S4,C2,0-10cm,10,456.0367312,1.671680064,1.695384295,0,10,10,0.0695,0.710066667
2013,9/12/2013,T1,R6,S4,C1,50-end cm,64,2918.63508,1.689933361,1.744722671,50,114,122,0.017333333,0.090033333
2013,9/12/2013,T1,R6,S4,C1,25-50cm,25,1140.091828,1.584920377,1.625162749,25,50,50,0.0334,0.306333333
2013,9/12/2013,T1,R6,S4,C1,10-25cm,15,684.0550968,1.512673063,1.542232085,10,25,25,0.0635,0.645366667
2013,9/12/2013,T1,R6,S4,C1,0-10cm,10,456.0367312,1.653068704,1.68598272,0,10,10,0.0748,0.797033333
2013,9/12/2013,T1,R6,S3,C2,50-end cm,72,3283.464465,1.461570229,1.503946202,50,122,122,0.020866667,0.083266667
2013,9/12/2013,T1,R6,S3,C2,25-50cm,25,1140.091828,1.660498931,1.700653591,25,50,50,0.0189,0.0927
2013,9/12/2013,T1,R6,S3,C2,10-25cm,15,684.0550968,1.49409857,1.530411434,10,25,25,0.0482,0.441166667
2013,9/12/2013,T1,R6,S3,C2,0-10cm,10,456.0367312,1.382882613,1.415862412,0,10,10,0.0577,0.5933
2013,9/12/2013,T1,R6,S3,C1,50-end cm,62,2827.427733,1.708479119,1.780785123,50,112,122,0.025633333,0.097633333
2013,9/12/2013,T1,R6,S3,C1,25-50cm,25,1140.091828,1.679894047,1.736354411,25,50,50,0.021133333,0.185066667
2013,9/12/2013,T1,R6,S3,C1,10-25cm,15,684.0550968,1.595175551,1.666602546,10,25,25,0.0528,0.459633333
2013,9/12/2013,T1,R6,S3,C1,0-10cm,10,456.0367312,1.476841189,1.503834629,0,10,10,0.0634,0.611733333
2013,9/12/2013,T1,R6,S2,C2,50-end cm,61,2781.82406,1.664274599,1.687557883,50,111,122,0.012933333,0.028
2013,9/12/2013,T1,R6,S2,C2,10-25cm,15,684.0550968,1.612314924,1.678830034,10,25,25,0.05505,0.50295
2013,9/12/2013,T1,R6,S2,C2,0-10cm,10,456.0367312,1.620783534,1.649903996,0,10,10,0.066366667,0.693633333
2013,9/12/2013,T1,R6,S2,C1,50-end cm,63,2873.031406,1.694901192,1.728635595,50,113,122,0.008866667,0.0372
2013,9/12/2013,T1,R6,S2,C1,25-50cm,25,1140.091828,1.710469261,1.728423955,25,50,50,0.025633333,0.13885
2013,9/12/2013,T1,R6,S2,C1,10-25cm,15,684.0550968,1.632062409,1.684952885,10,25,25,0.03745,0.27105
2013,9/12/2013,T1,R6,S2,C1,0-10cm,10,456.0367312,1.331636013,1.350165222,0,10,10,0.064166667,0.6237
2013,9/12/2013,T1,R6,S1,C2,50-end cm,64,2918.63508,1.738182222,1.79729547,50,114,122,0.012066667,0.072966667
2013,9/12/2013,T1,R6,S1,C2,25-50cm,25,1140.091828,1.785875331,1.80680347,25,50,50,0.025066667,0.192433333
2013,9/12/2013,T1,R6,S1,C2,10-25cm,15,684.0550968,1.592991635,1.620080096,10,25,25,0.0613,0.570833333
2013,9/12/2013,T1,R6,S1,C2,0-10cm,10,456.0367312,1.42399883,1.4368706,0,10,10,0.083233333,0.8334
2013,9/12/2013,T1,R6,S1,C1,50-end cm,67,3055.446099,1.666927362,1.707926285,50,117,122,0.0137,0.063466667
2013,9/12/2013,T1,R6,S1,C1,25-50cm,25,1140.091828,1.709733777,1.764624092,25,50,50,0.028966667,0.213033333
2013,9/12/2013,T1,R6,S1,C1,10-25cm,15,684.0550968,1.559553104,1.57822119,10,25,25,0.0524,0.5387
2013,9/12/2013,T1,R6,S1,C1,0-10cm,10,456.0367312,1.481175049,1.517049352,0,10,10,0.076933333,0.8831
2013,9/11/2013,T2,R6,S3,C1,10-25cm,15,684.0550968,1.502687061,1.53487745,10,25,25,0.068633333,0.660833333
2013,9/11/2013,T2,R6,S3,C1,0-10cm,10,456.0367312,1.041806036,1.055094439,0,10,10,0.102833333,1.030966667
2013,9/11/2013,T7,R6,S5,C2,50-end cm,63,2873.031406,1.676357892,0.999837312,50,113,122,0.0242,0.08425
2013,9/11/2013,T7,R6,S5,C2,25-50cm,25,1140.091828,1.479133899,1.549869894,25,50,50,0.038666667,0.3239
2013,9/11/2013,T7,R6,S5,C2,10-25cm,15,684.0550968,1.399805845,1.430188891,10,25,25,0.075933333,0.709
2013,9/11/2013,T7,R6,S5,C2,0-10cm,10,456.0367312,1.161896921,1.17744463,0,10,10,0.152366667,1.695966667
2013,9/11/2013,T7,R6,S5,C1,50-end cm,63,2873.031406,1.653599522,0.98274735,50,113,122,0.010133333,0.053866667
2013,9/11/2013,T7,R6,S5,C1,25-50cm,25,1140.091828,1.497664858,1.637590898,25,50,50,0.037466667,0.343133333
2013,9/11/2013,T7,R6,S5,C1,10-25cm,15,684.0550968,1.405481438,1.436548028,10,25,25,0.089433333,0.891433333
2013,9/11/2013,T7,R6,S5,C1,0-10cm,10,456.0367312,1.093758114,1.018904769,0,10,10,0.154766667,1.669166667
2013,9/11/2013,T7,R6,S4,C2,50-end cm,63,2873.031406,1.689147972,0.840604803,50,113,122,0.018766667,0.1324
2013,9/11/2013,T7,R6,S4,C2,25-50cm,25,1140.091828,1.591997017,1.632679013,25,50,50,0.046866667,0.389933333
2013,9/11/2013,T7,R6,S4,C2,10-25cm,15,684.0550968,1.390141081,1.414897725,10,25,25,0.090666667,0.894333333
2013,9/11/2013,T7,R6,S4,C2,0-10cm,10,456.0367312,0.968454057,0.924986895,0,10,10,0.1679,1.8765
2013,9/11/2013,T7,R6,S4,C1,50-end cm,68,3101.049772,1.529864266,0.852351363,50,118,122,0.010966667,0.183366667
2013,9/11/2013,T7,R6,S4,C1,25-50cm,25,1140.091828,1.384490216,1.444930978,25,50,50,0.051833333,0.491066667
2013,9/11/2013,T7,R6,S4,C1,10-25cm,15,684.0550968,1.324715974,1.362723565,10,25,25,0.0842,0.881466667
2013,9/11/2013,T7,R6,S4,C1,0-10cm,10,456.0367312,1.136966787,1.142337808,0,10,10,0.140133333,1.615
2013,9/11/2013,T7,R6,S3,C2,50-end cm,63,2873.031406,1.630778253,0.973408781,50,113,122,0.006666667,0.076933333
2013,9/11/2013,T7,R6,S3,C2,25-50cm,25,1140.091828,1.404421018,1.600962269,25,50,50,0.004333333,0.058833333
2013,9/11/2013,T7,R6,S3,C2,10-25cm,15,684.0550968,1.612028945,1.629281041,10,25,25,0.031966667,0.301233333
2013,9/11/2013,T7,R6,S3,C2,0-10cm,10,456.0367312,0.509296362,1.569430599,0,10,10,0.151933333,1.837933333
2013,9/11/2013,T7,R6,S3,C1,50-end cm,61,2781.82406,1.634462603,1.106850733,50,111,122,0.016566667,0.09725
2013,9/11/2013,T7,R6,S3,C1,25-50cm,25,1140.091828,1.61171239,1.675017708,25,50,50,0.041733333,0.4066
2013,9/11/2013,T7,R6,S3,C1,10-25cm,15,684.0550968,1.38047302,1.42951643,10,25,25,0.0891,0.839066667
2013,9/11/2013,T7,R6,S3,C1,0-10cm,10,456.0367312,1.06439475,1.029803013,0,10,10,0.1517,1.67375
2013,9/11/2013,T7,R6,S2,C2,50-end cm,66,,,,50,116,122,0.0152,0.099833333
2013,9/11/2013,T7,R6,S2,C2,25-50cm,25,,,,25,50,50,0.049066667,0.4086
2013,9/11/2013,T7,R6,S2,C2,10-25cm,15,,,,10,25,25,0.099433333,0.9663
2013,9/11/2013,T7,R6,S2,C2,0-10cm,10,,,,0,10,10,0.1579,1.8161
2013,9/11/2013,T7,R6,S2,C1,50-end cm,64,2918.63508,1.638623616,0.980302067,50,114,122,0.020766667,0.110466667
2013,9/11/2013,T7,R6,S2,C1,25-50cm,25,1140.091828,1.5731183,1.284557931,25,50,50,0.024066667,0.197266667
2013,9/11/2013,T7,R6,S2,C1,10-25cm,15,684.0550968,1.428795471,1.465127597,10,25,25,0.081066667,0.834033333
2013,9/11/2013,T7,R6,S2,C1,0-10cm,10,456.0367312,1.231515534,1.143434211,0,10,10,0.1337,1.4995
2013,9/11/2013,T7,R6,S1,C2,50-end cm,62,2827.427733,1.600231269,0.798766304,50,112,122,0.015333333,0.153533333
2013,9/11/2013,T7,R6,S1,C2,25-50cm,25,1140.091828,1.570277198,1.627161913,25,50,50,0.045333333,0.353233333
2013,9/11/2013,T7,R6,S1,C2,10-25cm,15,684.0550968,1.345597004,1.374389292,10,25,25,0.0801,0.786766667
2013,9/11/2013,T7,R6,S1,C2,0-10cm,10,456.0367312,1.023076532,1.030943272,0,10,10,0.1413,1.6511
2013,9/11/2013,T7,R6,S1,C1,50-end cm,57,2599.409368,1.640678241,0.856961596,50,107,122,0.015033333,0.067866667
2013,9/11/2013,T7,R6,S1,C1,25-50cm,25,1140.091828,1.589344856,1.732697272,25,50,50,0.043333333,0.391833333
2013,9/11/2013,T7,R6,S1,C1,10-25cm,15,684.0550968,1.40604877,1.454514417,10,25,25,0.0924,0.933566667
2013,9/11/2013,T7,R6,S1,C1,0-10cm,10,456.0367312,1.083967231,1.04192923,0,10,10,0.1495,1.791233333
2013,9/11/2013,T5,R6,S5,C2,50-end cm,69,3146.653445,1.564273915,0.82558313,50,119,122,0.0193,0.121833333
2013,9/11/2013,T5,R6,S5,C2,25-50cm,25,1140.091828,1.445575129,1.470586806,25,50,50,0.063333333,0.6411
2013,9/11/2013,T5,R6,S5,C2,10-25cm,15,684.0550968,1.413097873,1.451005927,10,25,25,0.104066667,1.092066667
2013,9/11/2013,T5,R6,S5,C2,0-10cm,10,456.0367312,1.437677914,1.4661933,0,10,10,0.153566667,1.745266667
2013,9/11/2013,T5,R6,S5,C1,50-end cm,67,3055.446099,1.675215607,0.923306748,50,117,122,0.021666667,0.131533333
2013,9/11/2013,T5,R6,S5,C1,25-50cm,25,1140.091828,1.454934327,1.469490403,25,50,50,0.0761,0.868633333
2013,9/11/2013,T5,R6,S5,C1,10-25cm,15,684.0550968,1.360811448,1.434764546,10,25,25,0.106666667,1.131533333
2013,9/11/2013,T5,R6,S5,C1,0-10cm,10,456.0367312,0.949672303,0.955050263,0,10,10,0.1433,1.640266667
2013,9/11/2013,T3,R6,S5,C2,50-end cm,63,2873.031406,1.630020584,1.036119547,50,113,122,0.004966667,0.0865
2013,9/11/2013,T3,R6,S5,C2,25-50cm,25,1140.091828,1.578224086,1.647870771,25,50,50,0.036166667,0.269833333
2013,9/11/2013,T3,R6,S5,C2,10-25cm,15,684.0550968,1.304352625,1.381830213,10,25,25,0.064033333,0.712633333
2013,9/11/2013,T3,R6,S5,C2,0-10cm,10,456.0367312,1.286602281,1.408347083,0,10,10,0.1145,1.0841
2013,9/11/2013,T3,R6,S5,C1,50-end cm,64,,,,50,114,122,0.017666667,0.0718
2013,9/11/2013,T3,R6,S5,C1,25-50cm,25,,,,25,50,50,0.042266667,0.259666667
2013,9/11/2013,T3,R6,S5,C1,10-25cm,15,,,,10,25,25,0.071033333,0.719133333
2013,9/11/2013,T3,R6,S5,C1,0-10cm,10,,,,0,10,10,0.1018,1.015066667
2013,9/11/2013,T3,R6,S4,C2,50-end cm,62,2827.427733,1.562033622,1.135835927,50,112,122,0.0093,0.0327
2013,9/11/2013,T3,R6,S4,C2,25-50cm,25,1140.091828,1.810303843,1.837636187,25,50,50,0.022066667,0.1298
2013,9/11/2013,T3,R6,S4,C2,10-25cm,15,684.0550968,1.680534282,1.737707979,10,25,25,0.0627,0.550766667
2013,9/11/2013,T3,R6,S4,C2,0-10cm,10,456.0367312,1.291960228,1.315240548,0,10,10,0.108,1.1442
2013,9/11/2013,T3,R6,S4,C1,50-end cm,60,2736.220387,1.667711713,1.245204522,50,110,122,0.010233333,0.043033333
2013,9/11/2013,T3,R6,S4,C1,25-50cm,25,1140.091828,1.655452336,1.773220324,25,50,50,0.031966667,0.2269
2013,9/11/2013,T3,R6,S4,C1,10-25cm,15,684.0550968,1.644317846,1.686864122,10,25,25,0.0778,0.706533333
2013,9/11/2013,T3,R6,S4,C1,0-10cm,10,456.0367312,1.265597792,1.292523079,0,10,10,0.09,0.937166667
2013,9/11/2013,T3,R6,S3,C2,50-end cm,69,3146.653445,1.632477308,0.907714831,50,119,122,0.026,0.117333333
2013,9/11/2013,T3,R6,S3,C2,25-50cm,25,1140.091828,1.663912272,1.721759556,25,50,50,0.025066667,0.0487
2013,9/11/2013,T3,R6,S3,C2,10-25cm,15,684.0550968,1.718320476,1.782704355,10,25,25,0.068,0.620033333
2013,9/11/2013,T3,R6,S3,C2,0-10cm,10,456.0367312,1.32738073,1.38036688,0,10,10,0.1007,0.958366667
2013,9/11/2013,T3,R6,S3,C1,50-end cm,61,2781.82406,1.646894674,1.095243241,50,111,122,0.0176,0.071266667
2013,9/11/2013,T3,R6,S3,C1,25-50cm,25,1140.091828,1.783143621,1.808313988,25,50,50,0.032633333,0.255666667
2013,9/11/2013,T3,R6,S3,C1,10-25cm,15,684.0550968,1.58563467,1.629617271,10,25,25,0.0782,0.6494
2013,9/11/2013,T3,R6,S3,C1,0-10cm,10,456.0367312,1.279166832,1.337694879,0,10,10,0.1117,1.061533333
2013,9/11/2013,T3,R6,S2,C2,50-end cm,72,,,,50,122,122,0.0386,0.2522
2013,9/11/2013,T3,R6,S2,C2,25-50cm,25,,,,25,50,50,0.0622,0.672933333
2013,9/11/2013,T3,R6,S2,C2,10-25cm,15,,,,10,25,25,0.092333333,0.868733333
2013,9/11/2013,T3,R6,S2,C2,0-10cm,10,,,,0,10,10,0.1299,1.3131
2013,9/11/2013,T3,R6,S2,C1,50-end cm,69,3146.653445,1.516944419,1.678087046,50,119,122,0.034566667,0.2968
2013,9/11/2013,T3,R6,S2,C1,25-50cm,25,1140.091828,1.375025133,1.394523562,25,50,50,0.0629,0.7084
2013,9/11/2013,T3,R6,S2,C1,10-25cm,15,684.0550968,1.351473117,1.38271329,10,25,25,0.086733333,0.827933333
2013,9/11/2013,T3,R6,S2,C1,0-10cm,10,456.0367312,1.393388159,1.402312879,0,10,10,0.125466667,1.273
2013,9/11/2013,T3,R6,S1,C2,50-end cm,60,2736.220387,1.701796614,1.777185278,50,110,122,0.0233,0.176533333
2013,9/11/2013,T3,R6,S1,C2,25-50cm,25,1140.091828,1.53556968,1.564900651,25,50,50,0.059566667,0.510133333
2013,9/11/2013,T3,R6,S1,C2,10-25cm,15,684.0550968,1.556305318,1.573686959,10,25,25,0.099533333,0.9014
2013,9/11/2013,T3,R6,S1,C2,0-10cm,10,456.0367312,1.218200955,1.246400437,0,10,10,0.1176,1.209233333
2013,9/11/2013,T3,R6,S1,C1,50-end cm,63,2873.031406,1.749128765,1.830071145,50,113,122,0.018766667,0.095366667
2013,9/11/2013,T3,R6,S1,C1,25-50cm,25,1140.091828,1.543305009,1.559180923,25,50,50,0.0457,0.4442
2013,9/11/2013,T3,R6,S1,C1,10-25cm,15,684.0550968,1.476624061,1.484825155,10,25,25,0.096133333,0.9417
2013,9/11/2013,T3,R6,S1,C1,0-10cm,10,456.0367312,1.196882365,1.227274653,0,10,10,0.135933333,1.42
2013,9/11/2013,T2,R6,S5,C2,50-end cm,64,2918.63508,1.665460712,1.744675822,50,114,122,0.017266667,0.03405
2013,9/11/2013,T2,R6,S5,C2,25-50cm,25,1140.091828,1.585907896,1.661059738,25,50,50,0.0321,0.2499
2013,9/11/2013,T2,R6,S5,C2,10-25cm,15,684.0550968,1.519309438,1.544219712,10,25,25,0.063066667,0.598733333
2013,9/11/2013,T2,R6,S5,C2,0-10cm,10,456.0367312,1.494160669,1.513194223,0,10,10,0.087733333,0.830733333
2013,9/11/2013,T2,R6,S5,C1,50-end cm,60,2736.220387,1.590715742,1.654022046,50,110,122,0.0119,0.083
2013,9/11/2013,T2,R6,S5,C1,25-50cm,25,1140.091828,1.734724337,1.766932269,25,50,50,0.024533333,0.176333333
2013,9/11/2013,T2,R6,S5,C1,10-25cm,15,684.0550968,1.624558366,1.737049305,10,25,25,0.079733333,0.742733333
2013,9/11/2013,T2,R6,S5,C1,0-10cm,10,456.0367312,1.344870715,1.419162976,0,10,10,0.1191,1.151366667
2013,9/11/2013,T2,R6,S4,C2,50-end cm,64,2918.63508,1.592009839,1.746037317,50,114,122,0.017933333,0.066333333
2013,9/11/2013,T2,R6,S4,C2,25-50cm,25,1140.091828,1.623977741,1.700454037,25,50,50,0.0292,0.219233333
2013,9/11/2013,T2,R6,S4,C2,10-25cm,15,684.0550968,1.541832253,1.557401174,10,25,25,0.067966667,0.610166667
2013,9/11/2013,T2,R6,S4,C2,0-10cm,10,456.0367312,1.388242345,1.421287929,0,10,10,0.083133333,0.798166667
2013,9/11/2013,T2,R6,S4,C1,50-end cm,61,2781.82406,1.574689268,1.669296257,50,111,122,0.022766667,0.2587
2013,9/11/2013,T2,R6,S4,C1,25-50cm,25,1140.091828,1.630115811,1.679287289,25,50,50,0.034033333,0.2624
2013,9/11/2013,T2,R6,S4,C1,10-25cm,15,684.0550968,1.581062352,1.600578323,10,25,25,0.0641,0.5872
2013,9/11/2013,T2,R6,S4,C1,0-10cm,10,456.0367312,1.56599805,1.670704528,0,10,10,0.0865,0.990066667
2013,9/11/2013,T2,R6,S3,C2,50-end cm,63,2873.031406,1.63072032,1.737036596,50,113,122,0.0085,0.038266667
2013,9/11/2013,T2,R6,S3,C2,25-50cm,25,1140.091828,1.614218239,1.704158363,25,50,50,0.02,0.149733333
2013,9/11/2013,T2,R6,S3,C2,10-25cm,15,684.0550968,1.648365057,1.687791706,10,25,25,0.0719,0.693366667
2013,9/11/2013,T2,R6,S3,C2,0-10cm,10,456.0367312,1.554757344,1.58201392,0,10,10,0.089533333,0.923433333
2013,9/11/2013,T2,R6,S3,C1,50-end cm,67,3055.446099,1.675530738,1.735937629,50,117,122,0.013766667,0.0272
2013,9/11/2013,T2,R6,S3,C1,25-50cm,25,1140.091828,1.620327283,1.702592586,25,50,50,0.0334,0.270933333
2013,9/11/2013,T2,R6,S2,C2,50-end cm,67,3055.446099,1.64013337,1.752876318,50,117,122,0.015866667,0.087066667
2013,9/11/2013,T2,R6,S2,C2,25-50cm,25,1140.091828,1.535163981,1.571994347,25,50,50,0.03875,0.3139
2013,9/11/2013,T2,R6,S2,C2,10-25cm,15,684.0550968,1.424640208,1.484050627,10,25,25,0.073566667,0.794066667
2013,9/11/2013,T2,R6,S2,C2,0-10cm,10,456.0367312,1.37440469,1.398525554,0,10,10,0.1022,1.045833333
2013,9/11/2013,T2,R6,S2,C1,50-end cm,62,2827.427733,1.722156983,1.759834339,50,112,122,0.017,0.1156
2013,9/11/2013,T2,R6,S2,C1,25-50cm,25,1140.091828,1.482492371,1.575932213,25,50,50,0.041566667,0.286
2013,9/11/2013,T2,R6,S2,C1,10-25cm,15,684.0550968,1.489155649,1.516521866,10,25,25,0.070666667,0.8577
2013,9/11/2013,T2,R6,S2,C1,0-10cm,10,456.0367312,1.531010365,1.559801905,0,10,10,0.098633333,1.000033333
2013,9/11/2013,T2,R6,S1,C2,50-end cm,64,2918.63508,1.620029498,1.700570571,50,114,122,0.015933333,0.041433333
2013,9/11/2013,T2,R6,S1,C2,25-50cm,25,1140.091828,1.56232373,1.687576799,25,50,50,0.036866667,0.260266667
2013,9/11/2013,T2,R6,S1,C2,10-25cm,15,684.0550968,1.509431513,1.54820032,10,25,25,0.074833333,0.658733333
2013,9/11/2013,T2,R6,S1,C2,0-10cm,10,456.0367312,1.54484744,1.562017109,0,10,10,0.1072,1.085033333
2013,9/11/2013,T2,R6,S1,C1,50-end cm,66,3009.842426,1.681275562,1.708682312,50,116,122,0.016866667,0.0538
