# Soil Bulk Density by Depth - Deep Cores
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/308
# The newest version of the data https://lter.kbs.msu.edu/datatables/308.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/47.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		sample year
# treatment		treatment that was sampled
# replicate		replicate plot that was sampled
# station		station within the plot that was sampled
# core		core identifier for the station (generally two cores were taken per station)
# section		horizon section (cores were divided into surface, middle and deep sections)
# horizon_length	centimeter	length of the horizon sampled
# total_bulk_density	gramsPerCubicCentimeter	bulk density (including any gravel)
# comments		any observations relating to this core
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
year,treatment,replicate,station,core,section,horizon_length,total_bulk_density,comments
#,,,,,,centimeter,gramsPerCubicCentimeter,
2013,T4,5,2,1,10-25cm,15,1.5499745634, 
2013,T4,5,2,1,0-10cm,10,1.2324182715, 
2013,T4,5,1,2,50-end cm,61,1.3157697686,Several very large rocks  
2013,T4,5,1,2,25-50cm,25,1.6321053746, 
2013,T4,5,1,2,10-25cm,15,1.4690307911, 
2013,T4,5,1,2,0-10cm,10,1.379051197, 
2013,T4,5,1,1,50-end cm,66,1.1858394876, 
2013,T4,5,1,1,25-50cm,25,1.5977572642, 
2013,T4,5,1,1,10-25cm,15,1.6102036301, 
2013,T4,5,1,1,0-10cm,10,1.3439224477, 
2013,T4,4,5,2,50-end cm,63,0.8026957153, 
2013,T4,4,5,2,25-50cm,25,1.4158420931, 
2013,T4,4,5,2,10-25cm,15,1.3720502989, 
2013,T4,4,5,2,0-10cm,10,1.2192395085, 
2013,T4,4,5,1,50-end cm,66,0.8404094441, 
2013,T4,4,5,1,25-50cm,25,1.4808719426, 
2013,T4,4,5,1,10-25cm,15,1.3814208891, 
2013,T4,4,5,1,0-10cm,10,1.2157090911, 
2013,T4,4,4,2,50-end cm,64,0.9131974116, 
2013,T4,4,4,2,25-50cm,25,1.6254304737, 
2013,T4,4,4,2,10-25cm,15,1.4863685758, 
2013,T4,4,4,2,0-10cm,10,1.4424671414, 
2013,T4,4,4,1,50-end cm,60,0.897263251, 
2013,T4,4,4,1,25-50cm,25,1.6264479356, 
2013,T4,4,4,1,10-25cm,15,1.5387327789, 
2013,T4,4,4,1,0-10cm,10,1.5224606978, 
2013,T4,4,3,2,50-end cm,59,1.3955016262, 
2013,T4,4,3,2,25-50cm,25,1.6921531693, 
2013,T4,4,3,2,10-25cm,15,1.4793515972, 
2013,T4,4,3,2,0-10cm,10,1.4012204638, 
2013,T4,4,3,1,50-end cm,61,0.9370003076, 
2013,T4,4,3,1,25-50cm,25,1.7911451954, 
2013,T4,4,3,1,10-25cm,15,1.4748782733, 
2013,T4,4,3,1,0-10cm,10,1.405057874, 
2013,T4,4,2,2,50-end cm,63,0.9953424086, 
2013,T4,4,2,2,25-50cm,25,1.5135447494, 
2013,T4,4,2,2,10-25cm,15,1.5366276853, 
2013,T4,4,2,2,0-10cm,10,1.3624078008, 
2013,T4,4,2,1,50-end cm,65,1.042308079, 
2013,T4,4,2,1,25-50cm,25,1.6086072674, 
2013,T4,4,2,1,10-25cm,15,1.6567203509, 
2013,T4,4,2,1,0-10cm,10,1.3704553981, 
2013,T4,4,1,2,50-end cm,62,0.9655171617, 
2013,T4,4,1,2,25-50cm,25,1.6936267348, 
2013,T4,4,1,2,10-25cm,15,1.5662451826, 
2013,T4,4,1,2,0-10cm,10,1.3540970667, 
2013,T4,4,1,1,50-end cm,68,0.940752395, 
2013,T4,4,1,1,25-50cm,25,1.5662773438, 
2013,T4,4,1,1,10-25cm,15,1.4404658406, 
2013,T4,4,1,1,0-10cm,10,1.2821511076, 
2013,T4,3,5,2,50-end cm,63,1.0418417262, 
2013,T4,3,5,2,25-50cm,25,1.5548958045, 
2013,T4,3,5,2,10-25cm,15,1.4912219861, 
2013,T4,3,5,2,0-10cm,10,1.4070533273, 
2013,T4,3,5,1,50-end cm,62,0.7877053669,Dumped gravel before weighing 
2013,T4,3,5,1,25-50cm,25,1.6580681956, 
2013,T4,3,5,1,10-25cm,15,1.6043122917, 
2013,T4,3,5,1,0-10cm,10,1.4923096178, 
2013,T4,3,4,2,50-end cm,59,0.8812217614, 
2013,T4,3,4,2,25-50cm,25,1.6057829335, 
2013,T4,3,4,2,10-25cm,15,1.4512398265, 
2013,T4,3,4,2,0-10cm,10,1.4794159195, 
2013,T4,3,4,1,50-end cm,62,1.0646814999, 
2013,T4,3,4,1,25-50cm,25,1.5652949668, 
2013,T4,3,4,1,10-25cm,15,1.5126968644, 
2013,T4,3,4,1,0-10cm,10,1.293202849, 
2013,T4,3,3,2,50-end cm,59,1.1236435068, 
2013,T4,3,3,2,25-50cm,25,1.5712892208, 
2013,T4,3,3,2,10-25cm,15,1.5973537879, 
2013,T4,3,3,2,0-10cm,10,1.5100713449, 
2013,T4,3,3,1,50-end cm,65,0.9478737154, 
2013,T4,3,3,1,25-50cm,25,1.6943845685, 
2013,T4,3,3,1,10-25cm,15,1.6691023945, 
2013,T4,3,3,1,0-10cm,10,1.3663987074, 
2013,T4,3,2,2,50-end cm,63,0.9058982071, 
2013,T4,3,2,2,25-50cm,25,1.5882878515, 
2013,T4,3,2,2,10-25cm,15,1.5775746794, 
2013,T4,3,2,2,0-10cm,10,1.3596010093, 
2013,T4,3,2,1,50-end cm,58,1.0470851966, 
2013,T4,3,2,1,25-50cm,25,1.5609830334, 
2013,T4,3,2,1,10-25cm,15,1.52483039, 
2013,T4,3,2,1,0-10cm,10,1.5995378225, 
2013,T4,3,1,2,50-end cm,64,1.0559572937, 
2013,T4,3,1,2,25-50cm,25,1.6262233923, 
2013,T4,3,1,2,10-25cm,15,1.5857757732, 
2013,T4,3,1,2,0-10cm,10,1.3088594825, 
2013,T4,3,1,1,50-end cm,65,0.9334470773, 
2013,T4,3,1,1,25-50cm,25,1.5623829207, 
2013,T4,3,1,1,10-25cm,15,1.6014908816, 
2013,T4,3,1,1,0-10cm,10,1.4189164068, 
2013,T4,2,5,2,50-end cm,70,0.7789692083, 
2013,T4,2,5,2,25-50cm,25,1.7086167554, 
2013,T4,2,5,2,10-25cm,15,1.4893946479, 
2013,T4,2,5,2,0-10cm,10,1.3253493823, 
2013,T4,2,5,1,50-end cm,65,1.3913939949, 
2013,T4,2,5,1,25-50cm,25,1.6178117891, 
2013,T4,2,5,1,10-25cm,15,1.3507216076, 
2013,T4,2,5,1,0-10cm,10,1.4101451835, 
2013,T4,2,4,2,50-end cm,67,1.1196905097, 
2013,T4,2,4,2,25-50cm,25,1.6261181376, 
2013,T4,2,4,2,10-25cm,15,1.4771587914, 
2013,T4,2,4,2,0-10cm,10,1.3635042037, 
2013,T4,2,4,1,50-end cm,64,1.1577685829, 
2013,T4,2,4,1,25-50cm,25,1.5839636385, 
2013,T4,2,4,1,10-25cm,15,1.5487173548, 
2013,T4,2,4,1,0-10cm,10,1.4948971286, 
2013,T4,2,3,2,50-end cm,66,1.0399428133, 
2013,T4,2,3,2,25-50cm,25,1.6213290497, 
2013,T4,2,3,2,10-25cm,15,1.6224248679, 
2013,T4,2,3,2,0-10cm,10,1.3404358864, 
2013,T4,2,3,1,50-end cm,64,0.9720584871, 
2013,T4,2,3,1,25-50cm,25,1.7288291624, 
2013,T4,2,3,1,10-25cm,15,1.6037713996, 
2013,T4,2,3,1,0-10cm,10,1.5909200956, 
2013,T4,2,2,2,50-end cm,59,1.0602528354, 
2013,T4,2,2,2,25-50cm,25,1.7214876485, 
2013,T4,2,2,2,10-25cm,15,1.6924777046, 
2013,T4,2,2,2,0-10cm,10,1.4188506227, 
2013,T4,2,2,1,50-end cm,57,1.0715703477, 
2013,T4,2,2,1,25-50cm,25,1.6441131793, 
2013,T4,2,2,1,10-25cm,15,1.6845689849, 
2013,T4,2,2,1,0-10cm,10,1.5277015037, 
2013,T4,2,1,2,50-end cm,55,1.272251586, 
2013,T4,2,1,2,25-50cm,25,1.4927867723, 
2013,T4,2,1,2,10-25cm,15,1.6507413004, 
2013,T4,2,1,2,0-10cm,10,1.5711409871, 
2013,T4,2,1,1,50-end cm,61,0.9231245199, 
2013,T4,2,1,1,25-50cm,25,1.5160796329, 
2013,T4,2,1,1,10-25cm,15,1.6395872281, 
2013,T4,2,1,1,0-10cm,10,1.4613691276, 
2013,T4,1,5,2,50-end cm,60,1.02722135, 
2013,T4,1,5,2,25-50cm,25,1.7231629521, 
2013,T4,1,5,2,10-25cm,15,1.5377825631, 
2013,T4,1,5,2,0-10cm,10,1.3278272529, 
2013,T4,1,5,1,50-end cm,58,1.2496361828, 
2013,T4,1,5,1,25-50cm,25,1.6027866836, 
2013,T4,1,5,1,10-25cm,15,1.4281422719, 
2013,T4,1,5,1,0-10cm,10,1.2745859275, 
2013,T4,1,4,2,50-end cm,70,0.5697861834, 
2013,T4,1,4,2,25-50cm,25,1.4048815724, 
2013,T4,1,4,2,10-25cm,15,1.283490181, 
2013,T4,1,4,2,0-10cm,10,1.2272651778, 
2013,T4,1,4,1,50-end cm,69,0.5584040412, 
2013,T4,1,4,1,25-50cm,25,1.314792338, 
2013,T4,1,4,1,10-25cm,15,1.3333545855, 
2013,T4,1,4,1,0-10cm,10,1.1151470161, 
2013,T4,1,3,2,50-end cm,57,1.1888677629, 
2013,T4,1,3,2,25-50cm,25,1.5689560754, 
2013,T4,1,3,2,10-25cm,15,1.5556466212, 
2013,T4,1,3,2,0-10cm,10,1.4106056728, 
2013,T4,1,3,1,50-end cm,56,1.1941213877, 
2013,T4,1,3,1,25-50cm,25,1.5701928179, 
2013,T4,1,3,1,10-25cm,15,1.5990349391, 
2013,T4,1,3,1,0-10cm,10,1.4355159469, 
2013,T4,1,2,2,50-end cm,61,1.2226452595, 
2013,T4,1,2,2,25-50cm,25,1.6371961926, 
2013,T4,1,2,2,10-25cm,15,1.5702945641, 
2013,T4,1,2,2,0-10cm,10,1.3443829369, 
2013,T4,1,2,1,50-end cm,62,0.9788876184, 
2013,T4,1,2,1,25-50cm,25,1.5881211983, 
2013,T4,1,2,1,10-25cm,15,1.5459105633, 
2013,T4,1,2,1,0-10cm,10,1.4000363487, 
2013,T4,1,1,2,50-end cm,59,0.9903023296, 
2013,T4,1,1,2,25-50cm,25,1.6435553295, 
2013,T4,1,1,2,10-25cm,15,1.5119366917, 
2013,T4,1,1,2,0-10cm,10,1.2542586175, 
2013,T4,1,1,1,50-end cm,62,0.9333515297, 
2013,T4,1,1,1,25-50cm,25,1.6290477262, 
2013,T4,1,1,1,10-25cm,15,1.5060745908, 
2013,T4,1,1,1,0-10cm,10,1.4115924354, 
2013,T3,6,5,2,50-end cm,63,1.0361195472, 
2013,T3,6,5,2,25-50cm,25,1.6478707714, 
2013,T3,6,5,2,10-25cm,15,1.3818302129, 
2013,T3,6,5,2,0-10cm,10,1.4083470828, 
2013,T3,6,5,1,50-end cm,64,, 
2013,T3,6,5,1,25-50cm,25,, 
2013,T3,6,5,1,10-25cm,15,, 
2013,T3,6,5,1,0-10cm,10,, 
2013,T3,6,4,2,50-end cm,62,1.1358359268, 
2013,T3,6,4,2,25-50cm,25,1.8376361874, 
2013,T3,6,4,2,10-25cm,15,1.7377079794, 
2013,T3,6,4,2,0-10cm,10,1.3152405475, 
2013,T3,6,4,1,50-end cm,60,1.2452045223, 
2013,T3,6,4,1,25-50cm,25,1.7732203235, 
2013,T3,6,4,1,10-25cm,15,1.6868641217, 
2013,T3,6,4,1,0-10cm,10,1.2925230791, 
2013,T3,6,3,2,50-end cm,69,0.9077148309, 
2013,T3,6,3,2,25-50cm,25,1.7217595564, 
2013,T3,6,3,2,10-25cm,15,1.7827043549, 
2013,T3,6,3,2,0-10cm,10,1.3803668804, 
2013,T3,6,3,1,50-end cm,61,1.0952432411, 
2013,T3,6,3,1,25-50cm,25,1.8083139879, 
2013,T3,6,3,1,10-25cm,15,1.629617271, 
2013,T3,6,3,1,0-10cm,10,1.3376948791, 
2013,T3,6,2,2,50-end cm,72,, 
2013,T3,6,2,2,25-50cm,25,, 
2013,T3,6,2,2,10-25cm,15,, 
2013,T3,6,2,2,0-10cm,10,, 
2013,T3,6,2,1,50-end cm,69,1.6780870455, 
2013,T3,6,2,1,25-50cm,25,1.3945235624, 
2013,T3,6,2,1,10-25cm,15,1.3827132904, 
2013,T3,6,2,1,0-10cm,10,1.4023128789, 
2013,T3,6,1,2,50-end cm,60,1.7771852778, 
2013,T3,6,1,2,25-50cm,25,1.5649006509, 
2013,T3,6,1,2,10-25cm,15,1.5736869585, 
2013,T3,6,1,2,0-10cm,10,1.2464004373, 
2013,T3,6,1,1,50-end cm,63,1.8300711445, 
2013,T3,6,1,1,25-50cm,25,1.5591809229, 
2013,T3,6,1,1,10-25cm,15,1.4848251546, 
2013,T3,6,1,1,0-10cm,10,1.2272746532, 
2013,T3,5,5,2,50-end cm,65,1.8022194601, 
2013,T3,5,5,2,25-50cm,25,1.7529564126, 
2013,T3,5,5,2,10-25cm,15,1.5259833206, 
2013,T3,5,5,2,0-10cm,10,1.272343409, 
2013,T3,5,5,1,50-end cm,63,1.7397166963, 
2013,T3,5,5,1,25-50cm,25,1.7073588306, 
2013,T3,5,5,1,10-25cm,15,1.4691861018, 
2013,T3,5,5,1,0-10cm,10,1.3320711703, 
2013,T3,5,4,2,50-end cm,64,1.7596125149, 
2013,T3,5,4,2,25-50cm,25,1.4515751066, 
2013,T3,5,4,2,10-25cm,15,1.3959821639, 
2013,T3,5,4,2,0-10cm,10,1.471239254, 
2013,T3,5,4,1,50-end cm,65,1.8399465038, 
2013,T3,5,4,1,25-50cm,25,1.4438889929, 
2013,T3,5,4,1,10-25cm,15,1.4030373322, 
2013,T3,5,4,1,0-10cm,10,1.4072534672, 
2013,T3,5,3,2,50-end cm,62,1.7986264579, 
2013,T3,5,3,2,25-50cm,25,1.5815878834, 
2013,T3,5,3,2,10-25cm,15,1.5057317122, 
2013,T3,5,3,2,0-10cm,10,1.3094909802, 
2013,T3,5,3,1,50-end cm,60,1.847394391, 
2013,T3,5,3,1,25-50cm,25,1.5931504225, 
2013,T3,5,3,1,10-25cm,15,1.5041559112, 
2013,T3,5,3,1,0-10cm,10,1.459022122, 
2013,T3,5,2,2,50-end cm,66,1.7801324531, 
2013,T3,5,2,2,25-50cm,25,1.5591389532, 
2013,T3,5,2,2,10-25cm,15,1.4491368855, 
2013,T3,5,2,2,0-10cm,10,1.307776829, 
2013,T3,5,2,1,50-end cm,67,1.7361439003, 
2013,T3,5,2,1,25-50cm,25,1.4860221983, 
2013,T3,5,2,1,10-25cm,15,1.4619503449, 
2013,T3,5,2,1,0-10cm,10,1.1248894657, 
2013,T3,5,1,2,50-end cm,72,1.6053355403, 
2013,T3,5,1,2,25-50cm,25,1.3556137314, 
2013,T3,5,1,2,10-25cm,15,1.3170308119, 
2013,T3,5,1,2,0-10cm,10,1.2483355584, 
2013,T3,5,1,1,50-end cm,59,1.8220680287, 
2013,T3,5,1,1,25-50cm,25,1.4107880297, 
2013,T3,5,1,1,10-25cm,15,1.3172637342, 
2013,T3,5,1,1,0-10cm,10,1.3845833605, 
2013,T3,4,5,2,50-end cm,59,1.7461856328, 
2013,T3,4,5,2,25-50cm,25,1.6173320696, 
2013,T3,4,5,2,10-25cm,15,1.4827061739, 
2013,T3,4,5,2,0-10cm,10,1.4286687629, 
2013,T3,4,5,1,50-end cm,64,1.8070938899, 
2013,T3,4,5,1,25-50cm,25,1.6216199357, 
2013,T3,4,5,1,10-25cm,15,1.5292673143, 
2013,T3,4,5,1,0-10cm,10,1.3426217442, 
2013,T3,4,4,2,50-end cm,61,1.7268206599, 
2013,T3,4,4,2,25-50cm,25,1.6550406603, 
2013,T3,4,4,2,10-25cm,15,1.5432347829, 
2013,T3,4,4,2,0-10cm,10,1.381748819, 
2013,T3,4,4,1,50-end cm,59,1.8034174627, 
2013,T3,4,4,1,25-50cm,25,1.5482109524, 
2013,T3,4,4,1,10-25cm,15,1.6014368594, 
2013,T3,4,4,1,0-10cm,10,1.4745253994, 
2013,T3,4,3,2,50-end cm,66,1.8031721006, 
2013,T3,4,3,2,25-50cm,25,1.5585805294, 
2013,T3,4,3,2,10-25cm,15,1.419859226, 
2013,T3,4,3,2,0-10cm,10,1.1575221771, 
2013,T3,4,3,1,50-end cm,63,1.8105251715, 
2013,T3,4,3,1,25-50cm,25,1.6273499249, 
2013,T3,4,3,1,10-25cm,15,1.4460179233, 
2013,T3,4,3,1,0-10cm,10,1.1150777808, 
2013,T3,4,2,2,50-end cm,64,1.7577146161, 
2013,T3,4,2,2,25-50cm,25,1.7120372374, 
2013,T3,4,2,2,10-25cm,15,1.5817463083, 
2013,T3,4,2,2,0-10cm,10,1.5214872883, 
2013,T3,4,2,1,50-end cm,62,1.7406088586, 
2013,T3,4,2,1,25-50cm,25,1.7120668078, 
2013,T3,4,2,1,10-25cm,15,1.5308915221, 
2013,T3,4,2,1,0-10cm,10,1.4828106952, 
2013,T3,4,1,2,50-end cm,63,1.74366383, 
2013,T3,4,1,2,25-50cm,25,1.6554613016, 
2013,T3,4,1,2,10-25cm,15,1.5141352108, 
2013,T3,4,1,2,0-10cm,10,1.4085195564, 
2013,T3,4,1,1,50-end cm,63,1.7323858532, 
2013,T3,4,1,1,25-50cm,25,1.6854296092, 
2013,T3,4,1,1,10-25cm,15,1.5448674086, 
2013,T3,4,1,1,0-10cm,10,1.4986011807, 
2013,T3,3,5,2,50-end cm,57,1.7979530035, 
2013,T3,3,5,2,25-50cm,25,1.7667896958, 
2013,T3,3,5,2,10-25cm,15,1.8277536247, 
2013,T3,3,5,2,0-10cm,10,1.5770935548, 
2013,T3,3,5,1,50-end cm,60,1.758818723, 
2013,T3,3,5,1,25-50cm,25,1.7422000509, 
2013,T3,3,5,1,10-25cm,15,1.77232751, 
2013,T3,3,5,1,0-10cm,10,1.5872291679, 
2013,T3,3,4,2,50-end cm,64,1.7230485524, 
2013,T3,3,4,2,25-50cm,25,1.7084659904, 
2013,T3,3,4,2,10-25cm,15,1.5580596217, 
2013,T3,3,4,2,0-10cm,10,1.3288485101, 
2013,T3,3,4,1,50-end cm,62,1.8175075722, 
2013,T3,3,4,1,25-50cm,25,1.6895386357, 
2013,T3,3,4,1,10-25cm,15,1.6063074058, 
2013,T3,3,4,1,0-10cm,10,1.4289148716, 
2013,T3,3,3,2,50-end cm,59,1.7404903498, 
2013,T3,3,3,2,25-50cm,25,1.5925235871, 
2013,T3,3,3,2,10-25cm,15,1.4265206219, 
2013,T3,3,3,2,0-10cm,10,1.1206229841, 
2013,T3,3,3,1,50-end cm,62,1.7689074285, 
2013,T3,3,3,1,25-50cm,25,1.5477457056, 
2013,T3,3,3,1,10-25cm,15,1.3274233222, 
2013,T3,3,3,1,0-10cm,10,1.2939866771, 
2013,T3,3,2,2,50-end cm,60,1.7939454391, 
2013,T3,3,2,2,25-50cm,25,1.7898338574, 
2013,T3,3,2,2,10-25cm,15,1.7606741617, 
2013,T3,3,2,2,0-10cm,10,1.7137892244, 
2013,T3,3,2,1,50-end cm,62,1.7341551723, 
2013,T3,3,2,1,25-50cm,25,1.7578055745, 
2013,T3,3,2,1,10-25cm,15,1.7515455515, 
2013,T3,3,2,1,0-10cm,10,1.7250060896, 
2013,T3,3,1,2,50-end cm,61,1.7189682845, 
2013,T3,3,1,2,25-50cm,25,1.3894582897, 
2013,T3,3,1,2,10-25cm,15,1.5206771337, 
2013,T3,3,1,2,0-10cm,10,1.3891770988, 
2013,T3,3,1,1,50-end cm,63,1.7865031166, 
2013,T3,3,1,1,25-50cm,25,1.5056889897, 
2013,T3,3,1,1,10-25cm,15,1.5629092732, 
2013,T3,3,1,1,0-10cm,10,1.4205005223, 
2013,T3,2,5,2,50-end cm,62,1.7696080397, 
2013,T3,2,5,2,25-50cm,25,1.6067880451, 
2013,T3,2,5,2,10-25cm,15,1.319059111,Chunk of soil missing 
2013,T3,2,5,2,0-10cm,10,1.368326538, 
2013,T3,2,5,1,50-end cm,63,1.7776272393, 
2013,T3,2,5,1,25-50cm,25,1.5711311656, 
2013,T3,2,5,1,10-25cm,15,1.4008715219, 
2013,T3,2,5,1,0-10cm,10,1.2294617006, 
2013,T3,2,4,2,50-end cm,62,1.8024677665, 
2013,T3,2,4,2,25-50cm,25,1.8655649137, 
2013,T3,2,4,2,10-25cm,15,1.5483419635, 
2013,T3,2,4,2,0-10cm,10,1.3603019381, 
2013,T3,2,4,1,50-end cm,63,1.7072921055, 
2013,T3,2,4,1,25-50cm,25,1.6812172094, 
2013,T3,2,4,1,10-25cm,15,1.6292207547, 
2013,T3,2,4,1,0-10cm,10,1.5133519808, 
2013,T3,2,3,2,50-end cm,61,1.813284869, 
2013,T3,2,3,2,25-50cm,25,1.7984982723, 
2013,T3,2,3,2,10-25cm,15,1.5427117541, 
2013,T3,2,3,2,0-10cm,10,1.4074064492, 
2013,T3,2,3,1,50-end cm,63,1.6981831735, 
2013,T3,2,3,1,25-50cm,25,1.7039366128, 
2013,T3,2,3,1,10-25cm,15,1.61143545, 
2013,T3,2,3,1,0-10cm,10,1.6253226295, 
2013,T3,2,2,2,50-end cm,61,1.7448864464, 
2013,T3,2,2,2,25-50cm,25,1.8518972629, 
2013,T3,2,2,2,10-25cm,15,1.7636443779, 
2013,T3,2,2,2,0-10cm,10,1.487894984, 
2013,T3,2,2,1,50-end cm,68,1.8161261118, 
2013,T3,2,2,1,25-50cm,25,1.6573540323, 
2013,T3,2,2,1,10-25cm,15,1.7582964162, 
2013,T3,2,2,1,0-10cm,10,1.8499893737, 
2013,T3,2,1,2,50-end cm,63,1.8358367663, 
2013,T3,2,1,2,25-50cm,25,1.7370533619, 
2013,T3,2,1,2,10-25cm,15,1.6542102417, 
2013,T3,2,1,2,0-10cm,10,1.6141457329, 
2013,T3,2,1,1,50-end cm,60,1.8430890049, 
2013,T3,2,1,1,25-50cm,25,1.7965952938, 
2013,T3,2,1,1,10-25cm,15,1.7044440482, 
2013,T3,2,1,1,0-10cm,10,1.5299552531, 
2013,T3,1,5,2,50-end cm,64,1.6803346114, 
2013,T3,1,5,2,25-50cm,25,1.5329675165, 
2013,T3,1,5,2,10-25cm,15,1.6720658656, 
2013,T3,1,5,2,0-10cm,10,1.4419854329, 
2013,T3,1,5,1,50-end cm,64,1.7543058696, 
2013,T3,1,5,1,25-50cm,25,1.6386039648, 
2013,T3,1,5,1,10-25cm,15,1.5587497771, 
2013,T3,1,5,1,0-10cm,10,1.3915452651, 
2013,T3,1,4,2,50-end cm,66,1.7564461576, 
2013,T3,1,4,2,25-50cm,25,1.6242020377, 
2013,T3,1,4,2,10-25cm,15,1.5338666104, 
2013,T3,1,4,2,0-10cm,10,1.100783562, 
2013,T3,1,4,1,50-end cm,66,1.7398410894, 
2013,T3,1,4,1,25-50cm,25,1.6270233037, 
2013,T3,1,4,1,10-25cm,15,1.5815949802, 
2013,T3,1,4,1,0-10cm,10,1.5590982562, 
2013,T3,1,3,2,50-end cm,63,1.6906170647, 
2013,T3,1,3,2,25-50cm,25,1.7468875024, 
2013,T3,1,3,2,10-25cm,15,1.6970537862, 
2013,T3,1,3,2,0-10cm,10,1.4980612645, 
2013,T3,1,3,1,50-end cm,64,1.6730519977, 
2013,T3,1,3,1,25-50cm,25,1.5919817403, 
2013,T3,1,3,1,10-25cm,15,1.7264290753, 
2013,T3,1,3,1,0-10cm,10,1.5548335911, 
2013,T3,1,2,2,50-end cm,65,1.6980160916, 
2013,T3,1,2,2,25-50cm,25,1.6118202535, 
2013,T3,1,2,2,10-25cm,15,1.6331780965, 
2013,T3,1,2,2,0-10cm,10,1.6529512811, 
2013,T3,1,2,1,50-end cm,66,1.7048381123, 
2013,T3,1,2,1,25-50cm,25,1.5860690379, 
2013,T3,1,2,1,10-25cm,15,1.6157810448, 
2013,T3,1,2,1,0-10cm,10,1.5315885337, 
2013,T3,1,1,2,50-end cm,67,1.6509136757, 
2013,T3,1,1,2,25-50cm,25,1.5665518321, 
2013,T3,1,1,2,10-25cm,15,1.5470678995, 
2013,T3,1,1,2,0-10cm,10,1.7499719011, 
2013,T3,1,1,1,50-end cm,66,1.7183276608, 
2013,T3,1,1,1,25-50cm,25,1.5429489146, 
2013,T3,1,1,1,10-25cm,15,1.4279777096, 
2013,T3,1,1,1,0-10cm,10,1.5317538357, 
2013,T2,6,5,2,50-end cm,64,1.7446758223, 
2013,T2,6,5,2,25-50cm,25,1.6610597376, 
2013,T2,6,5,2,10-25cm,15,1.544219712, 
2013,T2,6,5,2,0-10cm,10,1.5131942233, 
2013,T2,6,5,1,50-end cm,60,1.6540220461, 
2013,T2,6,5,1,25-50cm,25,1.7669322691, 
2013,T2,6,5,1,10-25cm,15,1.7370493051, 
2013,T2,6,5,1,0-10cm,10,1.4191629764, 
2013,T2,6,4,2,50-end cm,64,1.7460373167, 
2013,T2,6,4,2,25-50cm,25,1.7004540367, 
2013,T2,6,4,2,10-25cm,15,1.557401174, 
2013,T2,6,4,2,0-10cm,10,1.4212879291, 
2013,T2,6,4,1,50-end cm,61,1.6692962571, 
2013,T2,6,4,1,25-50cm,25,1.679287289, 
2013,T2,6,4,1,10-25cm,15,1.6005783234, 
2013,T2,6,4,1,0-10cm,10,1.6707045278, 
2013,T2,6,3,2,50-end cm,63,1.7370365964, 
2013,T2,6,3,2,25-50cm,25,1.7041583629, 
2013,T2,6,3,2,10-25cm,15,1.6877917056, 
2013,T2,6,3,2,0-10cm,10,1.5820139204, 
2013,T2,6,3,1,50-end cm,67,1.7359376291, 
2013,T2,6,3,1,25-50cm,25,1.7025925858, 
2013,T2,6,3,1,10-25cm,15,1.5348774504, 
2013,T2,6,3,1,0-10cm,10,1.055094439, 
2013,T2,6,2,2,50-end cm,67,1.7528763176, 
2013,T2,6,2,2,25-50cm,25,1.5719943474, 
2013,T2,6,2,2,10-25cm,15,1.4840506266, 
2013,T2,6,2,2,0-10cm,10,1.3985255543, 
2013,T2,6,2,1,50-end cm,62,1.759834339, 
2013,T2,6,2,1,25-50cm,25,1.575932213, 
2013,T2,6,2,1,10-25cm,15,1.5165218655, 
2013,T2,6,2,1,0-10cm,10,1.5598019053, 
2013,T2,6,1,2,50-end cm,64,1.7005705706, 
2013,T2,6,1,2,25-50cm,25,1.6875767986, 
2013,T2,6,1,2,10-25cm,15,1.5482003202, 
2013,T2,6,1,2,0-10cm,10,1.5620171091, 
2013,T2,6,1,1,50-end cm,66,1.7086823123, 
2013,T2,6,1,1,25-50cm,25,1.6707734661, 
2013,T2,6,1,1,10-25cm,15,1.5652796067, 
2013,T2,6,1,1,0-10cm,10,1.4442388347, 
2013,T2,5,5,2,50-end cm,66,1.662884088, 
2013,T2,5,5,2,25-50cm,25,1.6770477344, 
2013,T2,5,5,2,10-25cm,15,1.7199137572, 
2013,T2,5,5,2,0-10cm,10,1.3661905348, 
2013,T2,5,5,1,50-end cm,60,1.7568953106, 
2013,T2,5,5,1,25-50cm,25,1.8154697212, 
2013,T2,5,5,1,10-25cm,15,1.7992491598, 
2013,T2,5,5,1,0-10cm,10,1.5047606137, 
2013,T2,5,4,2,50-end cm,65,1.7166267319, 
2013,T2,5,4,2,25-50cm,25,1.6405058987, 
2013,T2,5,4,2,10-25cm,15,1.4901281778, 
2013,T2,5,4,2,0-10cm,10,1.5597955915, 
2013,T2,5,4,1,50-end cm,61,1.7711143238, 
2013,T2,5,4,1,25-50cm,25,1.6610527976, 
2013,T2,5,4,1,10-25cm,15,1.4254257541, 
2013,T2,5,4,1,0-10cm,10,1.3434861027, 
2013,T2,5,3,2,50-end cm,58,1.7961443983, 
2013,T2,5,3,2,25-50cm,25,1.7350775391, 
