# Soil Total Carbon and Nitrogen by Depth - Deep Cores
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/164
# The newest version of the data https://lter.kbs.msu.edu/datatables/164.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/47.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		date the sample was taken
# treatment		treatment the sample was collected from
# replicate		replicate that the sample was collected from
# station		station within the plot that was sampled
# core		there were 2 cores taken at each sample site. in 2001 core 1 was analyzed and core 2 was archived.
# depth		slice of the deepcore
# n_percent	gramsPerHectograms	average percent N in the sample
# c_percent	gramsPerHectograms	average percent of C in the sample
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2012-1-12. Sven Bohm. Discovered that T4 rep 6 had some sample_dates coded as 2006 rather than 2001. I've corrected the dates.
#2012-1-13. Sven Bohm. Included the core in the data. In 2001 we only analyzed core 1. I also discovered that the dataset included all the individual approved measurements. I changed it to report one average measurement for each treatment, replicate, depth (section) and core.
#
sample_date,treatment,replicate,station,core,depth,n_percent,c_percent
#,,,,,,gramsPerHectograms,gramsPerHectograms
2010-10-14,T8,4,3,C1,Middle,0.0415,0.2017
2010-10-14,T8,4,3,C2,Surface,0.1257,1.4400
2010-10-14,T8,4,3,C1,Surface,0.1039,1.2536
2010-10-14,T8,4,4,C2,Deep,0.0081,0.0616
2010-10-14,T8,4,4,C1,Deep,0.0118,0.0725
2010-10-14,T8,4,4,C1,Middle,0.0896,0.2384
2010-10-14,T8,4,4,C2,Middle,0.0437,0.3280
2010-10-14,T8,4,4,C1,Surface,0.1483,1.4247
2010-10-14,T8,4,4,C2,Surface,0.1482,1.7104
2010-10-14,T8,4,5,C2,Deep,0.0057,0.0567
2010-10-14,T8,4,5,C1,Deep,0.0230,0.0993
2010-10-14,T8,4,5,C2,Middle,0.0384,0.1807
2010-10-14,T8,4,5,C1,Middle,0.0510,0.3944
2010-10-14,T8,4,5,C2,Surface,0.1051,1.2163
2010-10-14,T8,4,5,C1,Surface,0.1853,2.4927
2010-10-14,TCF,3,1,C2,Deep,0.0167,0.0054
2010-10-14,TCF,3,1,C1,Deep,0.0048,0.0675
2010-10-14,TCF,3,1,C1,Middle,0.0196,0.2477
2010-10-14,TCF,3,1,C2,Middle,0.0090,0.0997
2010-10-14,TCF,3,1,C2,Surface,0.0730,0.7666
2010-10-14,TCF,3,1,C1,Surface,0.0910,0.8317
2010-10-14,TCF,3,2,C1,Deep,0.0170,0.0550
2010-10-14,TCF,3,2,C2,Middle,0.0293,0.0088
2010-10-14,TCF,3,2,C1,Middle,0.0093,0.0488
2010-10-14,TCF,3,2,C2,Surface,0.0472,0.2446
2010-10-14,TCF,3,2,C1,Surface,0.0766,0.5659
2010-10-13,T8,2,1,C2,Deep,0.0253,0.0352
2010-10-13,T8,2,1,C1,Deep,0.0175,0.1275
2010-10-13,T8,2,1,C2,Middle,0.0251,0.1460
2010-10-13,T8,2,1,C1,Middle,0.0451,0.2503
2010-10-13,T8,2,1,C1,Surface,0.1171,1.2411
2010-10-13,T8,2,2,C1,Deep,0.0180,0.0900
2010-10-13,T8,2,2,C2,Deep,0.0127,0.0540
2010-10-13,T8,2,2,C2,Middle,0.0532,0.3364
2010-10-13,T8,2,2,C1,Middle,0.0473,0.2643
2010-10-13,T8,2,2,C1,Surface,0.0957,1.0420
2010-10-13,T8,2,2,C2,Surface,0.1014,1.3394
2010-10-13,T8,2,3,C2,Deep,0.0423,0.0817
2010-10-13,T8,2,3,C1,Deep,0.0082,0.0558
2010-10-13,T8,2,3,C2,Middle,0.0280,0.2255
2010-10-13,T8,2,3,C1,Middle,0.0579,0.2449
2010-10-13,T8,2,3,C1,Surface,0.1105,1.5632
2010-10-13,T8,2,3,C2,Surface,0.1755,2.0015
2010-10-13,T8,2,4,C1,Deep,0.0023,0.0623
2010-10-13,T8,2,4,C2,Deep,0.0137,0.0767
2010-10-13,T8,2,4,C1,Middle,0.0306,0.2479
2010-10-13,T8,2,4,C2,Middle,0.0103,0.1300
2010-10-13,T8,2,4,C1,Surface,0.1706,1.7596
2010-10-13,T8,2,4,C2,Surface,0.1420,1.6543
2010-10-13,T8,2,5,C1,Deep,0.0112,0.1016
2010-10-13,T8,2,5,C1,Middle,0.0313,0.1875
2010-10-13,T8,2,5,C2,Middle,0.0238,0.2081
2010-10-13,T8,2,5,C2,Surface,0.1003,1.4587
2010-10-13,T8,2,5,C1,Surface,0.1157,1.2250
2010-10-13,T8,3,1,C2,Deep,0.0192,0.0697
2010-10-13,T8,3,1,C1,Deep,0.0499,0.0519
2010-10-13,T8,3,1,C2,Middle,0.0350,0.1372
2010-10-13,T8,3,1,C1,Middle,0.0370,0.1863
2010-10-13,T8,3,1,C2,Surface,0.1082,1.3059
2010-10-13,T8,3,1,C1,Surface,0.1571,1.6125
2010-10-13,T8,3,2,C1,Deep,0.0603,0.0827
2010-10-13,T8,3,2,C2,Deep,0.0193,0.0677
2010-10-13,T8,3,2,C2,Middle,0.0163,0.0510
2010-10-13,T8,3,2,C1,Middle,0.0310,0.0385
2010-10-13,T8,3,2,C2,Surface,0.1675,1.7259
2010-10-13,T8,3,2,C1,Surface,0.1016,0.8133
2010-10-13,T8,3,3,C2,Deep,0.0063,0.1145
2010-10-13,T8,3,3,C1,Deep,0.0402,0.0379
2010-10-13,T8,3,3,C2,Middle,0.0120,0.0450
2010-10-13,T8,3,3,C1,Middle,0.1407,0.4783
2010-10-13,T8,3,3,C2,Surface,0.1474,0.9885
2010-10-13,T8,3,3,C1,Surface,0.0811,1.0905
2010-10-13,T8,3,4,C1,Deep,0.0273,0.0753
2010-10-13,T8,3,4,C1,Middle,0.0360,0.2485
2010-10-13,T8,3,4,C2,Middle,0.0375,0.0853
2010-10-13,T8,3,4,C1,Surface,0.1144,1.0190
2010-10-13,T8,3,4,C2,Surface,0.0840,1.0983
2010-10-13,T8,3,5,C1,Deep,0.0167,0.0387
2010-10-13,T8,3,5,C2,Deep,0.0235,0.0146
2010-10-13,T8,3,5,C1,Middle,0.0035,0.0660
2010-10-13,T8,3,5,C2,Middle,0.0577,0.2997
2010-10-13,T8,3,5,C2,Surface,0.1126,1.4948
2010-10-13,T8,3,5,C1,Surface,0.1389,1.6501
2010-10-13,T8nt,2,5,C2,Deep,0.0103,0.0720
2010-10-06,T3,6,1,C2,Deep,0.0420,0.0867
2010-10-06,T3,6,1,C1,Deep,0.0347,0.0566
2010-10-06,T3,6,1,C1,Middle,0.0070,0.0385
2010-10-06,T3,6,1,C2,Middle,0.0635,0.1265
2010-10-06,T3,6,1,C1,Surface,0.0657,0.4650
2010-10-06,T3,6,1,C2,Surface,0.0720,0.8095
2010-10-06,T3,6,2,C1,Deep,0.0567,0.0375
2010-10-06,T3,6,2,C2,Deep,0.0100,0.1020
2010-10-06,T3,6,2,C2,Middle,0.0344,0.2303
2010-10-06,T3,6,2,C1,Middle,0.0679,0.3052
2010-10-06,T3,6,2,C2,Surface,0.0797,0.8037
2010-10-06,T3,6,2,C1,Surface,0.1368,1.0312
2010-10-06,T3,6,3,C2,Deep,0.0643,0.1067
2010-10-06,T3,6,3,C1,Middle,0.0635,0.2018
2010-10-06,T3,6,3,C2,Middle,0.0323,0.1053
2010-10-06,T3,6,3,C2,Surface,0.1170,0.8255
2010-10-06,T3,6,3,C1,Surface,0.1233,1.1613
2010-10-06,T3,6,4,C2,Deep,0.0382,0.0647
2010-10-06,T3,6,4,C1,Deep,0.1370,0.3933
2010-10-06,T3,6,4,C2,Middle,0.0458,0.2563
2010-10-06,T3,6,4,C1,Middle,0.0388,0.3216
2010-10-06,T3,6,4,C2,Surface,0.1420,1.3993
2010-10-06,T3,6,4,C1,Surface,0.1372,0.8673
2010-10-06,T3,6,5,C2,Deep,0.0060,0.0327
2010-10-06,T3,6,5,C1,Deep,0.0277,0.0255
2010-10-06,T3,6,5,C2,Middle,0.0413,0.1430
2010-10-06,T3,6,5,C1,Middle,0.0331,0.2112
2010-10-06,T3,6,5,C2,Surface,0.0915,0.9561
2010-10-06,T3,6,5,C1,Surface,0.0628,0.8091
2010-10-06,T5,6,1,C2,Deep,0.0599,0.0379
2010-10-06,T5,6,1,C1,Deep,0.0574,0.1490
2010-10-06,T5,6,1,C1,Middle,0.0757,0.6303
2010-10-06,T5,6,1,C2,Middle,0.0427,0.1203
2010-10-06,T5,6,1,C2,Surface,0.0743,1.0960
2010-10-06,T5,6,1,C1,Surface,0.1590,2.0970
2010-10-06,T5,6,2,C1,Deep,0.0537,0.0045
2010-10-06,T5,6,2,C2,Middle,0.0589,0.0781
2010-10-06,T5,6,2,C1,Middle,0.1393,0.4723
2010-10-06,T5,6,2,C1,Surface,0.1102,1.1128
2010-10-06,T5,6,2,C2,Surface,0.1167,1.1257
2010-10-06,T5,6,3,C1,Deep,0.0045,0.0740
2010-10-06,T5,6,3,C2,Deep,0.0037,0.0105
2010-10-06,T5,6,3,C1,Middle,0.0350,0.1127
2010-10-06,T5,6,3,C2,Middle,0.0222,0.1288
2010-10-06,T5,6,3,C1,Surface,0.1103,1.1360
2010-10-06,T5,6,3,C2,Surface,0.0901,0.8541
2010-10-06,T5,6,4,C2,Deep,0.0342,0.0471
2010-10-06,T5,6,4,C1,Deep,0.0015,0.0507
2010-10-06,T5,6,4,C1,Middle,0.0650,0.0660
2010-10-06,T5,6,4,C2,Middle,0.0086,0.0686
2010-10-06,T5,6,4,C2,Surface,0.0853,0.8705
2010-10-06,T5,6,4,C1,Surface,0.0965,0.8592
2010-10-06,T5,6,5,C2,Deep,0.0261,0.0231
2010-10-06,T5,6,5,C1,Deep,0.1360,0.4243
2010-10-06,T5,6,5,C2,Middle,0.0588,0.6375
2010-10-06,T5,6,5,C1,Middle,0.1627,0.8853
2010-10-06,T5,6,5,C2,Surface,0.1373,1.2608
2010-10-06,T5,6,5,C1,Surface,0.1872,2.0657
2010-10-06,T7,6,4,C2,Deep,0.0297,0.0607
2010-10-06,T7,6,4,C1,Deep,0.0150,0.0375
2010-10-06,T7,6,4,C2,Middle,0.0377,0.1393
2010-10-06,T7,6,4,C1,Middle,0.0661,0.2374
2010-10-06,T7,6,4,C2,Surface,0.0907,0.9557
2010-10-06,T7,6,4,C1,Surface,0.1313,1.0015
2010-10-06,T7,6,5,C2,Deep,0.0065,0.0615
2010-10-06,T7,6,5,C1,Deep,0.0048,0.0600
2010-10-06,T7,6,5,C1,Middle,0.0267,0.2012
2010-10-06,T7,6,5,C2,Middle,0.0273,0.2603
2010-10-06,T7,6,5,C2,Surface,0.1303,1.4670
2010-10-06,T7,6,5,C1,Surface,0.0901,0.8552
2010-10-06,T8,1,1,C1,Deep,0.0273,0.0657
2010-10-06,T8,1,1,C1,Middle,0.0050,0.0787
2010-10-06,T8,1,1,C2,Middle,0.0423,0.1497
2010-10-06,T8,1,1,C1,Surface,0.0763,0.7327
2010-10-06,T8,1,1,C2,Surface,0.0859,0.9580
2010-10-06,T8,1,2,C2,Deep,0.0727,0.0957
2010-10-06,T8,1,2,C1,Deep,0.0345,0.0710
2010-10-06,T8,1,2,C1,Middle,0.0410,0.1517
2010-10-06,T8,1,2,C2,Middle,0.0613,0.2933
2010-10-06,T8,1,2,C1,Surface,0.1363,1.8381
2010-10-06,T8,1,2,C2,Surface,0.0762,1.0140
2010-10-06,T8,1,3,C1,Deep,0.0299,0.0774
2010-10-06,T8,1,3,C2,Deep,0.0335,0.0705
2010-10-06,T8,1,3,C2,Middle,0.0103,0.1555
2010-10-06,T8,1,3,C1,Middle,0.0395,0.1250
2010-10-06,T8,1,3,C1,Surface,0.1230,1.5381
2010-10-06,T8,1,3,C2,Surface,0.1641,1.4857
2010-10-06,T8,1,4,C2,Deep,0.0194,0.0984
2010-10-06,T8,1,4,C1,Deep,0.0318,0.1114
2010-10-06,T8,1,4,C2,Middle,0.0551,0.2423
2010-10-06,T8,1,4,C1,Middle,0.0393,0.4304
2010-10-06,T8,1,4,C1,Surface,0.1447,1.8093
2010-10-06,T8,1,4,C2,Surface,0.1519,1.4125
2010-10-06,T8,1,5,C1,Deep,0.0027,0.0953
2010-10-06,T8,1,5,C2,Deep,0.0325,0.0345
2010-10-06,T8,1,5,C2,Middle,0.0343,0.3394
2010-10-06,T8,1,5,C1,Middle,0.0080,0.0400
2010-10-06,T8,1,5,C2,Surface,0.1349,1.3192
2010-10-06,T8,1,5,C1,Surface,0.1195,1.5674
2010-10-04,T1,6,1,C1,Deep,0.0064,0.0966
2010-10-04,T1,6,1,C2,Deep,0.0186,0.0418
2010-10-04,T1,6,1,C2,Middle,0.0260,0.0620
2010-10-04,T1,6,1,C1,Middle,0.0510,0.0467
2010-10-04,T1,6,1,C1,Surface,0.0510,0.5260
2010-10-04,T1,6,1,C2,Surface,0.0330,0.3707
2010-10-04,T1,6,2,C2,Deep,0.0210,0.0170
2010-10-04,T1,6,2,C1,Deep,0.0110,0.0480
2010-10-04,T1,6,2,C1,Middle,0.0170,0.0304
2010-10-04,T1,6,2,C2,Middle,0.0461,0.1404
2010-10-04,T1,6,2,C2,Surface,0.0746,0.5517
2010-10-04,T1,6,2,C1,Surface,0.0140,0.2625
2010-10-04,T1,6,3,C2,Deep,0.0047,0.0083
2010-10-04,T1,6,3,C1,Deep,0.0220,0.0530
2010-10-04,T1,6,3,C1,Middle,0.0533,0.0973
2010-10-04,T1,6,3,C2,Middle,0.0318,0.0302
2010-10-04,T1,6,3,C2,Surface,0.0500,0.3957
2010-10-04,T1,6,3,C1,Surface,0.0610,0.5623
2010-10-04,T1,6,4,C1,Deep,0.0205,0.0740
2010-10-04,T1,6,4,C2,Deep,0.0087,0.0577
2010-10-04,T1,6,4,C2,Middle,0.0453,0.1120
2010-10-04,T1,6,4,C1,Middle,0.0343,0.1503
2010-10-04,T1,6,4,C1,Surface,0.0956,0.6489
2010-10-04,T1,6,4,C2,Surface,0.0790,0.4165
2010-10-04,T1,6,5,C1,Deep,0.0233,0.0197
2010-10-04,T1,6,5,C2,Deep,0.0585,0.0597
2010-10-04,T1,6,5,C1,Middle,0.0073,0.0977
2010-10-04,T1,6,5,C2,Middle,0.0215,0.0165
2010-10-04,T1,6,5,C1,Surface,0.0467,0.4642
2010-10-04,T1,6,5,C2,Surface,0.0698,0.4955
2010-10-04,T2,6,1,C2,Deep,0.0115,0.0509
2010-10-04,T2,6,1,C1,Deep,0.0347,0.0777
2010-10-04,T2,6,1,C1,Middle,0.0681,0.3274
2010-10-04,T2,6,1,C2,Middle,0.0198,0.0331
2010-10-04,T2,6,1,C2,Surface,0.0763,0.7700
2010-10-04,T2,6,1,C1,Surface,0.0903,0.8664
2010-10-04,T2,6,2,C1,Deep,0.0283,0.0230
2010-10-04,T2,6,2,C2,Deep,0.0083,0.0653
2010-10-04,T2,6,2,C1,Middle,0.0761,0.1658
2010-10-04,T2,6,2,C2,Middle,0.0414,0.1361
2010-10-04,T2,6,2,C1,Surface,0.0736,0.7810
2010-10-04,T2,6,2,C2,Surface,0.1021,0.7544
2010-10-04,T2,6,3,C1,Deep,0.0303,0.0045
2010-10-04,T2,6,3,C1,Middle,0.0654,0.1462
2010-10-04,T2,6,3,C2,Middle,0.0116,0.0935
2010-10-04,T2,6,3,C2,Surface,0.1210,0.7935
2010-10-04,T2,6,3,C1,Surface,0.1120,0.7837
2010-10-04,T2,6,4,C2,Deep,0.0112,0.0661
2010-10-04,T2,6,4,C1,Deep,0.0740,0.0753
2010-10-04,T2,6,4,C1,Middle,0.0698,0.1903
2010-10-04,T2,6,4,C2,Middle,0.0828,0.3420
2010-10-04,T2,6,4,C1,Surface,0.0752,0.7244
2010-10-04,T2,6,4,C2,Surface,0.0655,0.7155
2010-10-04,T2,6,5,C2,Deep,0.0095,0.0520
2010-10-04,T2,6,5,C1,Deep,0.0048,0.0477
2010-10-04,T2,6,5,C1,Middle,0.0440,0.2085
2010-10-04,T2,6,5,C2,Middle,0.0457,0.2144
2010-10-04,T2,6,5,C1,Surface,0.1041,0.6296
2010-10-04,T2,6,5,C2,Surface,0.0894,0.7503
2010-10-04,T4,6,1,C1,Deep,0.0460,0.0597
2010-10-04,T4,6,1,C2,Deep,0.0287,0.0207
2010-10-04,T4,6,1,C2,Middle,0.0503,0.1420
2010-10-04,T4,6,1,C1,Middle,0.0189,0.2205
2010-10-04,T4,6,1,C1,Surface,0.1024,0.8201
2010-10-04,T4,6,1,C2,Surface,0.0809,0.7853
2010-10-04,T4,6,2,C1,Deep,0.0177,0.0557
2010-10-04,T4,6,2,C2,Deep,0.0247,0.0261
2010-10-04,T4,6,2,C1,Middle,0.0273,0.0544
2010-10-04,T4,6,2,C2,Middle,0.0521,0.0044
2010-10-04,T4,6,2,C1,Surface,0.0730,0.6604
2010-10-04,T4,6,2,C2,Surface,0.0909,0.7838
2010-10-04,T4,6,3,C1,Deep,0.0174,0.0554
2010-10-04,T4,6,3,C2,Deep,0.0050,0.0488
2010-10-04,T4,6,3,C1,Middle,0.0490,0.2323
2010-10-04,T4,6,3,C2,Middle,0.0084,0.0284
2010-10-04,T4,6,3,C1,Surface,0.0860,0.7053
2010-10-04,T4,6,3,C2,Surface,0.0978,0.7880
2010-10-04,T4,6,4,C2,Deep,0.0123,0.0957
2010-10-04,T4,6,4,C2,Middle,0.0342,0.1083
2010-10-04,T4,6,4,C1,Middle,0.0303,0.0147
2010-10-04,T4,6,4,C1,Surface,0.0597,0.3560
2010-10-04,T4,6,4,C2,Surface,0.0711,0.7496
2010-10-04,T4,6,5,C2,Deep,0.0047,0.0265
2010-10-04,T4,6,5,C1,Deep,0.0506,0.0777
2010-10-04,T4,6,5,C2,Middle,0.0417,0.1249
2010-10-04,T4,6,5,C1,Middle,0.0090,0.0588
2010-10-04,T4,6,5,C1,Surface,0.0857,0.8830
2010-10-04,T4,6,5,C2,Surface,0.0880,1.0607
2010-10-04,T6,6,1,C1,Deep,0.0324,0.0571
2010-10-04,T6,6,1,C2,Deep,0.0215,0.0046
2010-10-04,T6,6,1,C1,Middle,0.0362,0.0790
2010-10-04,T6,6,1,C1,Surface,0.0833,0.6186
2010-10-04,T6,6,1,C2,Surface,0.0566,0.6061
2010-10-04,T6,6,2,C2,Deep,0.0080,0.0945
2010-10-04,T6,6,2,C1,Deep,0.0139,0.0618
2010-10-04,T6,6,2,C2,Middle,0.0322,0.1046
2010-10-04,T6,6,2,C1,Middle,0.0503,0.3756
2010-10-04,T6,6,2,C2,Surface,0.0933,0.9050
2010-10-04,T6,6,2,C1,Surface,0.0968,0.6955
2010-10-04,T6,6,3,C2,Deep,0.0294,0.0879
2010-10-04,T6,6,3,C1,Deep,0.0390,0.0370
2010-10-04,T6,6,3,C1,Middle,0.0768,0.1478
2010-10-04,T6,6,3,C2,Middle,0.0348,0.1176
2010-10-04,T6,6,3,C2,Surface,0.0753,0.7520
2010-10-04,T6,6,3,C1,Surface,0.0922,0.8121
2010-10-04,T6,6,4,C2,Deep,0.0485,0.1470
2010-10-04,T6,6,4,C1,Deep,0.0042,0.0755
2010-10-04,T6,6,4,C1,Middle,0.0253,0.0555
2010-10-04,T6,6,4,C2,Middle,0.0607,0.1838
2010-10-04,T6,6,4,C2,Surface,0.1477,0.7990
2010-10-04,T6,6,4,C1,Surface,0.1543,0.7907
2010-10-04,T6,6,5,C1,Deep,0.0523,0.0613
2010-10-04,T6,6,5,C2,Deep,0.0315,0.0199
2010-10-04,T6,6,5,C2,Middle,0.0520,0.1310
2010-10-04,T6,6,5,C1,Middle,0.0081,0.1139
2010-10-04,T6,6,5,C2,Surface,0.1697,0.8517
2010-10-04,T6,6,5,C1,Surface,0.0860,0.6949
2010-10-04,T7,6,1,C2,Deep,0.0030,0.0575
2010-10-04,T7,6,1,C1,Deep,0.0066,0.0414
2010-10-04,T7,6,1,C1,Middle,0.0225,0.0410
2010-10-04,T7,6,1,C2,Middle,0.0260,0.1415
2010-10-04,T7,6,1,C1,Surface,0.0827,0.8575
2010-10-04,T7,6,1,C2,Surface,0.1000,0.9480
2010-10-04,T7,6,2,C2,Deep,0.0428,0.0849
2010-10-04,T7,6,2,C2,Middle,0.0227,0.0150
2010-10-04,T7,6,2,C1,Middle,0.0227,0.1367
2010-10-04,T7,6,2,C1,Surface,0.0877,1.0870
2010-10-04,T7,6,2,C2,Surface,0.0811,0.8304
2010-10-04,T7,6,3,C1,Deep,0.0122,0.0125
2010-10-04,T7,6,3,C2,Deep,0.0164,0.0351
2010-10-04,T7,6,3,C1,Middle,0.0547,0.2640
2010-10-04,T7,6,3,C2,Middle,0.0405,0.1303
2010-10-04,T7,6,3,C2,Surface,0.1264,1.4808
2010-10-04,T7,6,3,C1,Surface,0.1324,1.3702
2010-09-30,T5,5,1,C1,Deep,0.0358,0.1053
2010-09-30,T5,5,1,C2,Deep,0.0032,0.0542
2010-09-30,T5,5,1,C2,Middle,0.0461,0.2018
2010-09-30,T5,5,1,C1,Middle,0.0521,0.1950
2010-09-30,T5,5,1,C1,Surface,0.0692,0.7091
2010-09-30,T5,5,1,C2,Surface,0.0876,0.8178
2010-09-30,T5,5,2,C1,Deep,0.0035,0.0567
2010-09-30,T5,5,2,C2,Deep,0.0430,0.0540
2010-09-30,T5,5,2,C2,Middle,0.0671,0.1455
2010-09-30,T5,5,2,C1,Middle,0.0681,0.2827
2010-09-30,T5,5,2,C1,Surface,0.1165,0.9147
2010-09-30,T5,5,2,C2,Surface,0.1247,0.8145
2010-09-30,T5,5,3,C1,Deep,0.0044,0.0727
2010-09-30,T5,5,3,C2,Deep,0.0483,0.1347
2010-09-30,T5,5,3,C1,Middle,0.0433,0.2833
2010-09-30,T5,5,3,C2,Middle,0.0692,0.2656
2010-09-30,T5,5,3,C1,Surface,0.1035,0.8863
2010-09-30,T5,5,3,C2,Surface,0.1021,1.1221
2010-09-30,T5,5,4,C2,Deep,0.0203,0.0613
2010-09-30,T5,5,4,C1,Deep,0.0070,0.0727
2010-09-30,T5,5,4,C1,Middle,0.0260,0.0463
2010-09-30,T5,5,4,C2,Middle,0.0840,0.2513
2010-09-30,T5,5,4,C1,Surface,0.0595,0.7453
2010-09-30,T5,5,4,C2,Surface,0.1219,0.7660
2010-09-30,T5,5,5,C1,Deep,0.0369,0.0104
2010-09-30,T5,5,5,C2,Deep,0.0096,0.0543
2010-09-30,T5,5,5,C1,Middle,0.0487,0.3450
2010-09-30,T5,5,5,C2,Middle,0.0175,0.1980
2010-09-30,T5,5,5,C2,Surface,0.0965,1.0027
2010-09-30,T5,5,5,C1,Surface,0.0952,0.9482
2010-09-30,T6,5,4,C1,Deep,0.0209,0.0958
2010-09-30,T6,5,4,C2,Deep,0.0384,0.0440
2010-09-30,T6,5,4,C2,Middle,0.0367,0.2776
2010-09-30,T6,5,4,C1,Middle,0.0800,0.2860
2010-09-30,T6,5,4,C1,Surface,0.1611,1.1849
2010-09-30,T6,5,4,C2,Surface,0.0847,0.5471
2010-09-30,T6,5,5,C1,Deep,0.0095,0.1554
2010-09-30,T6,5,5,C2,Deep,0.0409,0.0138
2010-09-30,T6,5,5,C2,Middle,0.0599,0.5454
2010-09-30,T6,5,5,C1,Middle,0.0361,0.1818
2010-09-30,T6,5,5,C1,Surface,0.1042,0.9080
2010-09-29,T1,5,1,C2,Deep,0.0560,0.0585
2010-09-29,T1,5,1,C1,Deep,0.0114,0.0620
2010-09-29,T1,5,1,C1,Middle,0.0530,0.2157
2010-09-29,T1,5,1,C2,Middle,0.0638,0.1933
2010-09-29,T1,5,1,C2,Surface,0.0970,0.7690
2010-09-29,T1,5,1,C1,Surface,0.0550,0.6453
2010-09-29,T1,5,2,C2,Deep,0.0047,0.0519
2010-09-29,T1,5,2,C1,Deep,0.0327,0.0582
2010-09-29,T1,5,2,C1,Middle,0.0260,0.1457
2010-09-29,T1,5,2,C2,Middle,0.0503,0.1607
2010-09-29,T1,5,2,C1,Surface,0.0851,0.6334
2010-09-29,T1,5,3,C1,Deep,0.0546,0.0300
2010-09-29,T1,5,3,C2,Deep,0.0100,0.0588
2010-09-29,T1,5,3,C1,Middle,0.0283,0.1777
2010-09-29,T1,5,3,C2,Middle,0.0143,0.0826
2010-09-29,T1,5,3,C1,Surface,0.0826,0.7849
2010-09-29,T1,5,3,C2,Surface,0.0850,0.7073
2010-09-29,T1,5,4,C2,Deep,0.0199,0.0911
2010-09-29,T1,5,4,C1,Deep,0.0447,0.0599
2010-09-29,T1,5,4,C2,Middle,0.0396,0.2230
2010-09-29,T1,5,4,C1,Middle,0.0419,0.1172
2010-09-29,T1,5,4,C1,Surface,0.0950,0.7404
2010-09-29,T1,5,4,C2,Surface,0.0803,0.7618
2010-09-29,T1,5,5,C1,Deep,0.0450,1.8385
2010-09-29,T1,5,5,C2,Deep,0.0053,0.0270
2010-09-29,T1,5,5,C1,Middle,0.0724,0.1984
2010-09-29,T1,5,5,C2,Middle,0.0210,0.0935
2010-09-29,T1,5,5,C1,Surface,0.1523,0.8527
2010-09-29,T1,5,5,C2,Surface,0.1149,0.8634
2010-09-29,T2,5,1,C2,Deep,0.0035,0.0367
2010-09-29,T2,5,1,C1,Deep,0.0146,0.0222
2010-09-29,T2,5,1,C2,Middle,0.1507,0.5730
2010-09-29,T2,5,1,C1,Middle,0.0350,0.1947
2010-09-29,T2,5,1,C1,Surface,0.0504,0.5273
2010-09-29,T2,5,1,C2,Surface,0.1437,0.7740
2010-09-29,T2,5,2,C1,Deep,0.0254,0.0053
2010-09-29,T2,5,2,C2,Deep,0.0264,0.3191
2010-09-29,T2,5,2,C1,Middle,0.0285,0.1038
2010-09-29,T2,5,2,C2,Middle,0.0295,0.0532
2010-09-29,T2,5,2,C1,Surface,0.0956,0.8519
2010-09-29,T2,5,2,C2,Surface,0.1477,1.5420
2010-09-29,T2,5,3,C2,Deep,0.0036,0.6180
2010-09-29,T2,5,3,C1,Deep,0.0274,0.0730
2010-09-29,T2,5,3,C2,Middle,0.0381,0.1222
2010-09-29,T2,5,3,C1,Middle,0.0382,0.2549
2010-09-29,T2,5,3,C1,Surface,0.0933,0.7392
2010-09-29,T2,5,3,C2,Surface,0.0853,0.7447
2010-09-29,T2,5,4,C2,Deep,0.0053,0.0527
2010-09-29,T2,5,4,C1,Deep,0.0271,0.0642
2010-09-29,T2,5,4,C2,Middle,0.0451,0.2220
2010-09-29,T2,5,4,C1,Middle,0.0257,0.1065
2010-09-29,T2,5,4,C2,Surface,0.0880,0.9603
2010-09-29,T2,5,4,C1,Surface,0.0832,0.8009
2010-09-29,T2,5,5,C1,Deep,0.0273,0.0330
2010-09-29,T2,5,5,C2,Deep,0.0296,0.0674
2010-09-29,T2,5,5,C1,Middle,0.0146,0.1382
2010-09-29,T2,5,5,C2,Middle,0.0269,0.2212
2010-09-29,T2,5,5,C1,Surface,0.0792,0.8461
2010-09-29,T2,5,5,C2,Surface,0.0620,0.7027
2010-09-29,T6,5,1,C2,Deep,0.0327,0.0851
2010-09-29,T6,5,1,C1,Deep,0.0134,0.0831
2010-09-29,T6,5,1,C2,Middle,0.0465,0.2390
2010-09-29,T6,5,1,C1,Middle,0.0708,0.2817
2010-09-29,T6,5,1,C2,Surface,0.1184,1.0807
2010-09-29,T6,5,1,C1,Surface,0.1383,1.0428
2010-09-29,T6,5,2,C2,Deep,0.0053,0.0854
2010-09-29,T6,5,2,C1,Deep,0.0361,0.0930
2010-09-29,T6,5,2,C2,Middle,0.0510,0.2380
2010-09-29,T6,5,2,C1,Middle,0.0717,0.2833
2010-09-29,T6,5,2,C2,Surface,0.1277,1.0379
2010-09-29,T6,5,2,C1,Surface,0.1238,0.9466
2010-09-29,T6,5,3,C2,Deep,0.0220,0.0350
