year,treatment,replicate,station,core,section,horizon_length,total_bulk_density,
2001,T7,2,2,2,Deep,38,1.58819318,
2001,T7,2,2,1,Surface,19,1.149010079,fungal growth
2001,T7,2,2,1,Middle,39,1.363417965,
2001,T7,2,2,1,Deep,42,1.531403685,
2001,T7,2,1,2,Surface,21,1.086985253,
2001,T7,2,1,2,Middle,32,1.400985897,
2001,T7,2,1,2,Deep,47,1.576083092,
2001,T7,2,1,1,Surface,17,1.220377605,
2001,T7,2,1,1,Middle,41,1.325860088,
2001,T7,2,1,1,Deep,42,1.547725366,
2001,T7,1,5,2,Surface,39,1.230059898,
2001,T7,1,5,2,Middle,40,1.506017051,
2001,T7,1,5,2,Deep,21,1.456859512,
2001,T7,1,5,1,Surface,35,1.364741289,
2001,T7,1,5,1,Middle,24,1.508209655,
2001,T7,1,5,1,Deep,41,1.508296092,
2001,T7,1,4,2,Surface,26,1.358188821,
2001,T7,1,4,2,Middle,31,1.482630056,
2001,T7,1,4,2,Deep,36,1.506343414,gap between 73 & 80
2001,T7,1,4,1,Surface,25,1.346344982,
2001,T7,1,4,1,Middle,36,1.414829413,
2001,T7,1,4,1,Deep,39,1.532370569,
2001,T7,1,3,2,Surface,31,1.28209688,compressed
2001,T7,1,3,2,Middle,48,1.534382285,
2001,T7,1,3,2,Deep,18,1.828906943,
2001,T7,1,3,1,Surface,35,1.165797354,
2001,T7,1,3,1,Middle,32,1.551020279,
2001,T7,1,3,1,Deep,33,1.497092125,
2001,T7,1,2,2,Surface,26,1.295600289,
2001,T7,1,2,2,Middle,29,1.438424129,
2001,T7,1,2,2,Deep,45,1.558136814,
2001,T7,1,2,1,Surface,23,1.347661331,
2001,T7,1,2,1,Middle,30,1.488045876,
2001,T7,1,2,1,Deep,47,1.535538422,
2001,T7,1,1,2,Surface,18,1.424593192,
2001,T7,1,1,2,Middle,40,1.453371583,
2001,T7,1,1,2,Deep,42,1.579933364,
2001,T7,1,1,1,Surface,28,1.37283269,
2001,T7,1,1,1,Middle,29,1.531736059,
2001,T7,1,1,1,Deep,43,1.393943343,
2001,T6,6,5,2,Surface,25,1.319591669,
2001,T6,6,5,2,Middle,21,1.562945995,
2001,T6,6,5,2,Deep,54,1.419361922,
2001,T6,6,5,1,Surface,26,1.396543481,
2001,T6,6,5,1,Middle,24,1.204161026,
2001,T6,6,5,1,Deep,50,1.611890561,
2001,T6,6,4,2,Surface,20,1.273723229,
2001,T6,6,4,2,Middle,14,1.430074077,
2001,T6,6,4,2,Deep,66,1.35676597,
2001,T6,6,4,1,Surface,28,1.268474675,fungi
2001,T6,6,4,1,Middle,29,1.588499248,
2001,T6,6,4,1,Deep,43,1.345940785,
2001,T6,6,3,2,Surface,27,1.214806031,
2001,T6,6,3,2,Middle,27,1.609801199,
2001,T6,6,3,2,Deep,46,1.41034366,
2001,T6,6,3,1,Surface,25,1.306433173,fungi
2001,T6,6,3,1,Middle,31,1.551655122,
2001,T6,6,3,1,Deep,44,1.402210764,fungi
2001,T6,6,2,2,Surface,27,1.098772944,
2001,T6,6,2,2,Middle,20,1.490663319,
2001,T6,6,2,2,Deep,53,1.471581706,
2001,T6,6,2,1,Surface,25,1.326423524,fungal growth
2001,T6,6,2,1,Middle,35,1.513387847,
2001,T6,6,2,1,Deep,40,1.519295392,fungal growth/ black material looks like decaying OM (ROOTS?)/ saves a small sample
2001,T6,6,1,2,Surface,25,1.215161891,* fungal growth
2001,T6,6,1,2,Middle,22,1.485366022,
2001,T6,6,1,2,Deep,53,1.507246652,
2001,T6,6,1,1,Surface,27,1.161297278,* actual  length 23 cm
2001,T6,6,1,1,Middle,23,1.538847176,
2001,T6,6,1,1,Deep,50,1.451077888,
2001,T6,5,5,2,Surface,11,1.129523732,fungal growth
2001,T6,5,5,2,Middle,48,1.301070023,tiny black chunk/ approx .05 of circum empty of soil
2001,T6,5,5,2,Deep,41,1.299995938,.03 of circum empty of soil
2001,T6,5,5,1,Surface,18,1.124463631,fungal growth
2001,T6,5,5,1,Middle,42,1.368691425,
2001,T6,5,5,1,Deep,40,1.399997431,
2001,T6,5,4,2,Surface,27,1.244755197,fungal growth
2001,T6,5,4,2,Middle,36,1.424065334,some black material/ harder than previous material/ fungal growth
2001,T6,5,4,2,Deep,37,1.416788246,
2001,T6,5,4,1,Surface,22,1.094974328,fungal growth
2001,T6,5,4,1,Middle,40,1.257130146,several small black chunks
2001,T6,5,4,1,Deep,38,1.341681373,
2001,T6,5,3,2,Surface,23,1.121002011,fungal growth
2001,T6,5,3,2,Middle,42,1.354927093,
2001,T6,5,3,2,Deep,35,1.587728318,* non-B.D is the Bt3 hor
2001,T6,5,3,1,Surface,23,1.196297186,fungal growth
2001,T6,5,3,1,Middle,58,1.414979841,
2001,T6,5,3,1,Deep,19,1.434144074,
2001,T6,5,2,2,Surface,22,1.161961994,fungal growth
2001,T6,5,2,2,Middle,47,1.346818363,23-30 could be E hor.
2001,T6,5,2,2,Deep,31,1.394174298,
2001,T6,5,2,1,Surface,29,1.3259252,fungal growth
2001,T6,5,2,1,Middle,30,1.431236009,* black chunks
2001,T6,5,2,1,Deep,41,1.448654589,
2001,T6,5,1,2,Surface,20,1.221852803,little OM/fungal growth
2001,T6,5,1,2,Middle,25,1.361593223,
2001,T6,5,1,2,Deep,55,1.368623797,
2001,T6,5,1,1,Surface,18,1.147810585,fungal growth
2001,T6,5,1,1,Middle,48,1.402435514,
2001,T6,5,1,1,Deep,34,1.301181256,* actual length 31/ fungal growth/ lots of small rocks
2001,T6,4,5,2,Surface,23,1.24492142,
2001,T6,4,5,2,Middle,38,1.371302947,
2001,T6,4,5,2,Deep,39,1.40673422,
2001,T6,4,5,1,Surface,23,1.297614314,
2001,T6,4,5,1,Middle,45,1.413685508,
2001,T6,4,5,1,Deep,32,1.478078389,
2001,T6,4,4,2,Surface,21,1.332921085,fungi
2001,T6,4,4,2,Middle,30,1.365365287,
2001,T6,4,4,2,Deep,49,1.433748059,
2001,T6,4,4,1,Surface,22,1.170247379,fungi
2001,T6,4,4,1,Middle,45,1.429843387,
2001,T6,4,4,1,Deep,33,1.466821112,
2001,T6,4,3,2,Surface,22,1.103194474,fungi
2001,T6,4,3,2,Middle,28,1.334394281,
2001,T6,4,3,2,Deep,50,1.355625397,
2001,T6,4,3,1,Surface,22,1.197138999,
2001,T6,4,3,1,Middle,44,1.349319344,
2001,T6,4,3,1,Deep,34,1.367113044,
2001,T6,4,2,2,Surface,24,1.195310234,
2001,T6,4,2,2,Middle,39,1.419028909,
2001,T6,4,2,2,Deep,37,1.454720323,
2001,T6,4,2,1,Surface,24,1.184079297,
2001,T6,4,2,1,Middle,49,1.364345742,
2001,T6,4,2,1,Deep,27,1.460374313,
2001,T6,4,1,2,Surface,22,1.21874624,
2001,T6,4,1,2,Middle,28,1.391281978,
2001,T6,4,1,2,Deep,50,1.383779527,
2001,T6,4,1,1,Surface,26,1.095888882,
2001,T6,4,1,1,Middle,34,1.320053284,
2001,T6,4,1,1,Deep,40,1.427773657,
2001,T6,3,5,2,Surface,21,1.219658285,
2001,T6,3,5,2,Middle,29,1.343217652,Bt1 horizon  changed from 62 to 50 cm based on texture
2001,T6,3,5,2,Deep,50,1.528891974,
2001,T6,3,5,1,Surface,23,1.184765155,
2001,T6,3,5,1,Middle,27,1.393990715,
2001,T6,3,5,1,Deep,50,1.523789489,
2001,T6,3,4,2,Surface,30,1.241817798,roots
2001,T6,3,4,2,Middle,44,1.338505938,
2001,T6,3,4,2,Deep,26,1.505778079,
2001,T6,3,4,1,Surface,25,1.315010308,
2001,T6,3,4,1,Middle,41,1.378096681,
2001,T6,3,4,1,Deep,34,1.456842346,
2001,T6,3,3,2,Surface,22,1.260303645,
2001,T6,3,3,2,Middle,37,1.399978594,
2001,T6,3,3,2,Deep,41,1.500381138,
2001,T6,3,3,1,Surface,18,1.29323468,
2001,T6,3,3,1,Middle,35,1.278783107,
2001,T6,3,3,1,Deep,47,1.491701808,
2001,T6,3,2,2,Surface,24,1.254407212,
2001,T6,3,2,2,Middle,50,1.343841883,
2001,T6,3,2,2,Deep,26,1.570817601,fungi
2001,T6,3,2,1,Surface,22,1.349537896,
2001,T6,3,2,1,Middle,51,1.373928857,
2001,T6,3,2,1,Deep,27,1.636156891,fungi
2001,T6,3,1,2,Surface,21,1.340466471,fungi
2001,T6,3,1,2,Middle,53,1.396461635,
2001,T6,3,1,2,Deep,26,1.529327443,
2001,T6,3,1,1,Surface,23,1.259299017,
2001,T6,3,1,1,Middle,58,1.350007933,
2001,T6,3,1,1,Deep,19,1.304683299,fungi
2001,T6,2,5,2,Surface,12,1.232936865,fungi
2001,T6,2,5,2,Middle,53,1.381464485,small pieces of charcoal
2001,T6,2,5,2,Deep,35,1.448367946,
2001,T6,2,5,1,Surface,12,1.099157655,
2001,T6,2,5,1,Middle,36,1.437335144,
2001,T6,2,5,1,Deep,52,1.431828884,black flakes- chrcoal?
2001,T6,2,4,2,Surface,12,1.300489938,
2001,T6,2,4,2,Middle,37,1.419489645,
2001,T6,2,4,2,Deep,51,1.521749749,
2001,T6,2,4,1,Surface,9,1.070480178,fungi
2001,T6,2,4,1,Middle,34,1.359539073,
2001,T6,2,4,1,Deep,57,1.415168882,
2001,T6,2,3,2,Surface,18,1.289279007,* changed depth from 15 to 18 based on a natural break/fungi
2001,T6,2,3,2,Middle,20,1.357241216,
2001,T6,2,3,2,Deep,62,1.502270943,
2001,T6,2,3,1,Surface,20,1.250615485,
2001,T6,2,3,1,Middle,29,1.41571232,
2001,T6,2,3,1,Deep,51,1.486464779,
2001,T6,2,2,2,Surface,12,1.260446084,fungi
2001,T6,2,2,2,Middle,60,1.421766361,charcoal
2001,T6,2,2,2,Deep,28,1.344379614,
2001,T6,2,2,1,Surface,14,1.240004171,fungi
2001,T6,2,2,1,Middle,33,1.365429743,
2001,T6,2,2,1,Deep,53,1.586279306,
2001,T6,2,1,2,Surface,11,1.203009227,fungi
2001,T6,2,1,2,Middle,44,1.400979047,
2001,T6,2,1,2,Deep,45,1.504263398,
2001,T6,2,1,1,Surface,9,1.285227504,fungi
2001,T6,2,1,1,Middle,34,1.279333167,
2001,T6,2,1,1,Deep,57,1.509901315,
2001,T6,1,5,2,Surface,21,1.482366197,
2001,T6,1,5,2,Middle,26,1.479211351,
2001,T6,1,5,2,Deep,53,1.573815802,
2001,T6,1,5,1,Surface,22,1.491537655,
2001,T6,1,5,1,Middle,22,1.550187744,
2001,T6,1,5,1,Deep,56,1.539676955,
2001,T6,1,4,2,Surface,22,1.344553617,
2001,T6,1,4,2,Middle,29,1.416871419,
2001,T6,1,4,2,Deep,49,1.501558697,
2001,T6,1,4,1,Surface,22,1.453111735,
2001,T6,1,4,1,Middle,32,1.498483352,
2001,T6,1,4,1,Deep,46,1.574550294,
2001,T6,1,3,2,Surface,26,1.289914437,fungi
2001,T6,1,3,2,Middle,61,1.611032075,
2001,T6,1,3,2,Deep,13,1.555823512,fungi
2001,T6,1,3,1,Surface,17,1.361995907,fungi
2001,T6,1,3,1,Middle,48,1.523195003,
2001,T6,1,3,1,Deep,35,1.601586844,fungi
2001,T6,1,2,2,Surface,29,1.349978238,* changes drom 15 to 29cm based on clear color  change
2001,T6,1,2,2,Middle,32,1.699088349,
2001,T6,1,2,2,Deep,39,1.395750405,* actual measured length 35
2001,T6,1,2,1,Surface,23,1.427437025,
2001,T6,1,2,1,Middle,30,1.549136435,
2001,T6,1,2,1,Deep,40,1.495247551,"* actually 38 cm, no soil past 91 cm in the tube"
2001,T6,1,1,2,Surface,23,1.347274434,
2001,T6,1,1,2,Middle,28,1.524594385,
2001,T6,1,1,2,Deep,49,1.454845262,
2001,T6,1,1,1,Surface,21,1.416098027,
2001,T6,1,1,1,Middle,36,1.581824723,
2001,T6,1,1,1,Deep,43,1.576711142,
2001,T5,6,5,2,Surface,22,1.206468213,root mass
2001,T5,6,5,2,Middle,16,1.379430032,
2001,T5,6,5,2,Deep,62,1.382912572,charcoal
2001,T5,6,5,1,Surface,24,1.141750982,root mass
2001,T5,6,5,1,Middle,48,1.4577422,
2001,T5,6,5,1,Deep,28,1.563246033,
2001,T5,6,4,2,Surface,23,1.176253418,root mass
2001,T5,6,4,2,Middle,27,1.495521261,
2001,T5,6,4,2,Deep,50,1.463801213,
2001,T5,6,4,1,Surface,21,1.306635258,root mass
2001,T5,6,4,1,Middle,32,1.454745489,
2001,T5,6,4,1,Deep,47,1.40072442,
2001,T5,6,3,2,Surface,16,1.297081785,
2001,T5,6,3,2,Middle,25,1.425145546,
2001,T5,6,3,2,Deep,59,1.507752683,
2001,T5,6,3,1,Surface,22,1.235160436,
2001,T5,6,3,1,Middle,27,1.493979681,
2001,T5,6,3,1,Deep,51,1.552197374,
2001,T5,6,2,2,Surface,33,1.156099594,compressed to 96 cm
2001,T5,6,2,2,Middle,18,1.465195204,
2001,T5,6,2,2,Deep,49,1.392789984,
2001,T5,6,2,1,Surface,34,1.131611618,
2001,T5,6,2,1,Middle,12,1.417894498,
2001,T5,6,2,1,Deep,54,1.534276354,
2001,T5,6,1,2,Surface,23,1.238269285,
2001,T5,6,1,2,Middle,26,1.471353835,
2001,T5,6,1,2,Deep,51,1.32411114,charcoal
2001,T5,6,1,1,Surface,24,1.137371036,root mass 3cm included in BD
2001,T5,6,1,1,Middle,23,1.475299945,charcoal
2001,T5,6,1,1,Deep,53,1.466751638,
2001,T5,5,5,2,Surface,31,1.311302179,
2001,T5,5,5,2,Middle,44,1.430698789,
2001,T5,5,5,2,Deep,25,1.46999581,
2001,T5,5,5,1,Surface,27,1.334049855,
2001,T5,5,5,1,Middle,37,1.434265102,
2001,T5,5,5,1,Deep,36,1.407801406,
2001,T5,5,4,2,Surface,20,1.345428997,
2001,T5,5,4,2,Middle,38,1.448417393,
2001,T5,5,4,2,Deep,42,1.500560555,
2001,T5,5,4,1,Surface,21,1.372342991,
2001,T5,5,4,1,Middle,40,1.441710066,
2001,T5,5,4,1,Deep,39,1.505019598,
2001,T5,5,3,2,Surface,20,1.483530059,
2001,T5,5,3,2,Middle,14,1.647372983,
2001,T5,5,3,2,Deep,62,1.459965392,
2001,T5,5,3,1,Surface,20,1.462580951,
2001,T5,5,3,1,Middle,54,1.532007256,
2001,T5,5,3,1,Deep,26,1.522636906,
2001,T5,5,2,2,Surface,20,1.252553091,
2001,T5,5,2,2,Middle,30,1.415526792,
2001,T5,5,2,2,Deep,50,1.470480929,
2001,T5,5,2,1,Surface,21,1.323297984,
2001,T5,5,2,1,Middle,29,1.443403009,
2001,T5,5,2,1,Deep,50,1.357686435,
2001,T5,5,1,2,Surface,22,1.439346252,
2001,T5,5,1,2,Middle,51,1.433222128,
2001,T5,5,1,2,Deep,27,1.570326135,
2001,T5,5,1,1,Surface,21,1.353643557,
2001,T5,5,1,1,Middle,43,1.421197329,
2001,T5,5,1,1,Deep,36,1.458955795,
2001,T5,4,5,2,Surface,23,1.138649512,root mass approx 3 cm
2001,T5,4,5,2,Middle,34,1.435752414,
2001,T5,4,5,2,Deep,43,1.402957466,
2001,T5,4,5,1,Surface,22,1.226183515,root mass approx 2 cm
2001,T5,4,5,1,Middle,25,1.385039688,
2001,T5,4,5,1,Deep,53,1.410737362,
2001,T5,4,4,2,Surface,10,1.343748303,
2001,T5,4,4,2,Middle,33,1.409175707,
2001,T5,4,4,2,Deep,57,1.405060598,
2001,T5,4,4,1,Surface,9,1.690195097,
2001,T5,4,4,1,Middle,30,1.393668684,
2001,T5,4,4,1,Deep,61,1.453096612,
2001,T5,4,3,2,Surface,18,1.251930984,root mass approx 2 cm
2001,T5,4,3,2,Middle,30,1.385296314,
2001,T5,4,3,2,Deep,52,1.488250199,
2001,T5,4,3,1,Surface,11,1.259923952,root mass approx 1cm
2001,T5,4,3,1,Middle,33,1.442409944,
2001,T5,4,3,1,Deep,56,1.444636876,
2001,T5,4,2,2,Surface,12,1.358929086,root mass approx 2 cm
2001,T5,4,2,2,Middle,18,1.460905361,
2001,T5,4,2,2,Deep,70,1.428491596,
2001,T5,4,2,1,Surface,18,1.37270044,a lot of roots (roots + soil = approx 2.5 cm) and OM/some stems passed thru screen
2001,T5,4,2,1,Middle,15,1.521415755,
2001,T5,4,2,1,Deep,67,1.453483287,
2001,T5,4,1,2,Surface,24,1.325345115,a lot of roots(1 cm) and OM/some stems passed thru screen
2001,T5,4,1,2,Middle,19,1.454177332,
2001,T5,4,1,2,Deep,57,1.476984929,
2001,T5,4,1,1,Surface,19,1.253270647,a lot of roots (1.5 cm)and OM/some stems passed thru screen
2001,T5,4,1,1,Middle,34,1.432881887,
2001,T5,4,1,1,Deep,47,1.386407208,
2001,T5,3,5,2,Surface,15,1.043530393,large root mass
2001,T5,3,5,2,Middle,40,1.366880447,
2001,T5,3,5,2,Deep,45,1.476114371,
2001,T5,3,5,1,Surface,16,1.092127939,3 cm (depth)root  mass from 8 cm B..D
2001,T5,3,5,1,Middle,43,1.422992076,
2001,T5,3,5,1,Deep,41,1.522639626,
2001,T5,3,4,2,Surface,11,1.291499751,
2001,T5,3,4,2,Middle,22,1.357953759,
2001,T5,3,4,2,Deep,67,1.494062258,
2001,T5,3,4,1,Surface,12,1.316062547,
2001,T5,3,4,1,Middle,17,1.485664971,
2001,T5,3,4,1,Deep,71,1.459020224,
2001,T5,3,3,2,Surface,11,1.225190574,
2001,T5,3,3,2,Middle,19,1.461746459,
2001,T5,3,3,2,Deep,70,1.469422853,
2001,T5,3,3,1,Surface,12,1.27321993,root mass approx 2 cm
2001,T5,3,3,1,Middle,16,1.173523531,
2001,T5,3,3,1,Deep,72,1.516595183,
2001,T5,3,2,2,Surface,9,1.197548847,root mass/ decaying OM
2001,T5,3,2,2,Middle,50,1.421370228,
2001,T5,3,2,2,Deep,41,1.521512419,
2001,T5,3,2,1,Surface,10,1.320353507,fungi/ root mass
2001,T5,3,2,1,Middle,31,1.384213569,
2001,T5,3,2,1,Deep,59,1.498637035,
2001,T5,3,1,2,Surface,9,1.077847864,fungi
2001,T5,3,1,2,Middle,31,1.428845637,
2001,T5,3,1,2,Deep,60,1.475788725,
2001,T5,3,1,1,Surface,11,1.185029289,
2001,T5,3,1,1,Middle,33,1.475519679,
2001,T5,3,1,1,Deep,56,1.528251232,
2001,T5,2,5,2,Surface,29,1.392471939,"roots,charcoal"
2001,T5,2,5,2,Middle,28,1.517605677,
2001,T5,2,5,2,Deep,43,1.532426251,
2001,T5,2,5,1,Surface,33,1.44133344,root mass
2001,T5,2,5,1,Middle,18,1.492194107,
2001,T5,2,5,1,Deep,49,1.515268101,
2001,T5,2,4,2,Surface,24,1.423134406,root mass
2001,T5,2,4,2,Middle,31,1.46906913,
2001,T5,2,4,2,Deep,45,1.436812389,
2001,T5,2,4,1,Surface,23,1.366881383,root mass
2001,T5,2,4,1,Middle,27,1.372812604,
2001,T5,2,4,1,Deep,50,1.462199458,
2001,T5,2,3,2,Surface,41,1.345603714,
2001,T5,2,3,2,Middle,29,1.425225643,
2001,T5,2,3,2,Deep,30,1.596680977,
2001,T5,2,3,1,Surface,27,1.244978461,
2001,T5,2,3,1,Middle,43,1.434033926,
2001,T5,2,3,1,Deep,30,1.626907628,
2001,T5,2,2,2,Surface,25,1.170358703,
2001,T5,2,2,2,Middle,26,1.449663188,
2001,T5,2,2,2,Deep,49,1.559661682,
2001,T5,2,2,1,Surface,22,1.278492349,
2001,T5,2,2,1,Middle,26,1.377574816,
2001,T5,2,2,1,Deep,52,1.485496701,
2001,T5,2,1,2,Surface,14,1.043824144,room mass 2cm
2001,T5,2,1,2,Middle,32,1.309497712,
2001,T5,2,1,2,Deep,54,1.452546887,
2001,T5,2,1,1,Surface,26,1.29833833,
2001,T5,2,1,1,Middle,26,1.426220315,
2001,T5,2,1,1,Deep,48,1.497624586,
2001,T5,1,5,2,Surface,30,1.302682542,
2001,T5,1,5,2,Middle,36,1.602856916,
2001,T5,1,5,2,Deep,26,1.676607567,compressed/gap between 66 & 70
2001,T5,1,5,1,Surface,33,1.400411031,
2001,T5,1,5,1,Middle,45,1.393559923,
2001,T5,1,5,1,Deep,22,1.645619724,
2001,T5,1,4,2,Surface,25,1.365807156,
2001,T5,1,4,2,Middle,34,1.505982393,
2001,T5,1,4,2,Deep,41,1.551907101,
2001,T5,1,4,1,Surface,27,1.331041118,
2001,T5,1,4,1,Middle,40,1.468298324,
2001,T5,1,4,1,Deep,33,1.617248913,
2001,T5,1,3,2,Surface,35,1.278051368,
2001,T5,1,3,2,Middle,20,1.668549887,
2001,T5,1,3,2,Deep,43,1.51095404,compressed
2001,T5,1,3,1,Surface,27,1.274640575,
2001,T5,1,3,1,Middle,26,1.597915377,
2001,T5,1,3,1,Deep,47,1.358200919,
2001,T5,1,2,2,Surface,26,1.287308882,large root mass
2001,T5,1,2,2,Middle,37,1.532724183,
2001,T5,1,2,2,Deep,37,1.457151737,
2001,T5,1,2,1,Surface,23,1.260135214,large root mass
2001,T5,1,2,1,Middle,36,1.575690872,
2001,T5,1,2,1,Deep,41,1.541068433,
2001,T5,1,1,2,Surface,28,1.194630364,
2001,T5,1,1,2,Middle,51,1.541823739,
2001,T5,1,1,2,Deep,21,1.537138589,
2001,T5,1,1,1,Surface,28,1.228615355,
2001,T5,1,1,1,Middle,41,1.498396274,
2001,T5,1,1,1,Deep,31,1.451795038,
2001,T4,6,5,2,Surface,22,1.48865408,fungal growth
2001,T4,6,5,2,Middle,43,1.609435152,
2001,T4,6,5,2,Deep,35,1.498534919,
2001,T4,6,5,1,Surface,23,1.513041137,fungal growth
2001,T4,6,5,1,Middle,38,1.518218793,* low gravel content
2001,T4,6,5,1,Deep,39,1.414482435,
2001,T4,6,4,2,Surface,21,1.435057175,
2001,T4,6,4,2,Middle,35,1.598634302,
2001,T4,6,4,2,Deep,44,1.470679361,
2001,T4,6,4,1,Surface,24,1.393328766,
2001,T4,6,4,1,Middle,36,1.556141478,
2001,T4,6,4,1,Deep,40,1.486399151,
2001,T4,6,3,2,Surface,21,1.514734808,
2001,T4,6,3,2,Middle,24,1.624836782,"little clay compared to other cores in this rep,trt"
2001,T4,6,3,2,Deep,55,1.492551995,
2001,T4,6,3,1,Surface,20,1.34125238,green growth
2001,T4,6,3,1,Middle,24,1.580259887,
2001,T4,6,3,1,Deep,56,1.501785996,
2001,T4,6,2,2,Surface,24,1.362518441,
2001,T4,6,2,2,Middle,31,1.459753277,very hard to sieve
2001,T4,6,2,2,Deep,45,1.423989425,
2001,T4,6,2,1,Surface,22,1.394787842,growth/ the entire core
2001,T4,6,2,1,Middle,34,1.420975109,
2001,T4,6,2,1,Deep,44,1.515172532,
2001,T4,6,1,2,Surface,15,1.304614407,extensive growth
2001,T4,6,1,2,Middle,28,1.469903666,
2001,T4,6,1,2,Deep,57,1.406531114,
2001,T4,6,1,1,Surface,24,1.388401028,fungal growth
2001,T4,6,1,1,Middle,28,1.480193481,
2001,T4,6,1,1,Deep,48,1.475173476,
2001,T4,5,5,2,Surface,23,1.295068281,
2001,T4,5,5,2,Middle,36,1.390118959,
2001,T4,5,5,2,Deep,41,1.435097649,
2001,T4,5,5,1,Surface,24,1.302165608,
2001,T4,5,5,1,Middle,28,1.336916244,
2001,T4,5,5,1,Deep,48,1.424249726,
2001,T4,5,4,2,Surface,25,1.251847228,
2001,T4,5,4,2,Middle,46,1.421044629,
2001,T4,5,4,2,Deep,29,1.447170328,
2001,T4,5,4,1,Surface,22,1.20357159,
2001,T4,5,4,1,Middle,40,1.335629735,
2001,T4,5,4,1,Deep,38,1.443791312,
2001,T4,5,3,2,Surface,22,1.302904877,
2001,T4,5,3,2,Middle,29,1.336476862,
2001,T4,5,3,2,Deep,49,1.448165135,
2001,T4,5,3,1,Surface,24,1.367398337,
2001,T4,5,3,1,Middle,22,1.347737292,
2001,T4,5,3,1,Deep,54,1.307042979,
2001,T4,5,2,2,Surface,20,1.29927092,
2001,T4,5,2,2,Middle,22,1.384545279,
2001,T4,5,2,2,Deep,58,1.486845468,
2001,T4,5,2,1,Surface,21,1.407117378,
2001,T4,5,2,1,Middle,25,1.288302923,
2001,T4,5,2,1,Deep,54,1.461551761,
2001,T4,5,1,2,Surface,26,1.327959962,
2001,T4,5,1,2,Middle,19,1.353164992,
2001,T4,5,1,2,Deep,55,1.406742544,
2001,T4,5,1,1,Surface,22,1.491942139,
2001,T4,5,1,1,Middle,15,1.501360338,
2001,T4,5,1,1,Deep,63,1.484126143,
2001,T4,4,5,2,Surface,10,1.041854962,
2001,T4,4,5,2,Middle,64,1.232320898,
2001,T4,4,5,2,Deep,26,1.465710305,
2001,T4,4,5,1,Surface,14,1.051226003,
2001,T4,4,5,1,Middle,56,1.30504314,
2001,T4,4,5,1,Deep,30,1.556034312,
2001,T4,4,4,2,Surface,12,1.260350399,
2001,T4,4,4,2,Middle,41,1.445466819,
2001,T4,4,4,2,Deep,47,1.455368263,
2001,T4,4,4,1,Surface,9,1.163867995,fungi
2001,T4,4,4,1,Middle,49,1.399714737,
2001,T4,4,4,1,Deep,42,1.496096885,
2001,T4,4,3,2,Surface,15,1.273249113,changed the depth  from 10 cm to 15 cm/ fungi
2001,T4,4,3,2,Middle,47,1.383183667,charcoal
2001,T4,4,3,2,Deep,38,1.42667315,charcoal
2001,T4,4,3,1,Surface,10,1.325721393,
2001,T4,4,3,1,Middle,57,1.450199386,
2001,T4,4,3,1,Deep,33,1.456200161,
2001,T4,4,2,2,Surface,15,1.282090337,fungi
2001,T4,4,2,2,Middle,33,1.368536001,
2001,T4,4,2,2,Deep,52,1.438574622,
2001,T4,4,2,1,Surface,20,1.360154801,fungi
2001,T4,4,2,1,Middle,33,1.35664419,
2001,T4,4,2,1,Deep,47,1.477117087,
2001,T4,4,1,2,Surface,17,1.245351191,fungi
2001,T4,4,1,2,Middle,51,1.434648949,
2001,T4,4,1,2,Deep,32,1.446098026,
2001,T4,4,1,1,Surface,10,1.340332376,
2001,T4,4,1,1,Middle,44,1.353373964,
2001,T4,4,1,1,Deep,46,1.436004925,
2001,T4,3,5,2,Surface,17,1.149171646,fungal growth 
2001,T4,3,5,2,Middle,53,1.375007423,
2001,T4,3,5,2,Deep,30,1.372672692,
2001,T4,3,5,1,Surface,14,1.062995164,fungal growth 
2001,T4,3,5,1,Middle,45,1.379030591,
2001,T4,3,5,1,Deep,41,1.447863094,
2001,T4,3,4,2,Surface,20,1.21497789,fungal growth 
2001,T4,3,4,2,Middle,43,1.353123779,
2001,T4,3,4,2,Deep,37,1.548785947,
2001,T4,3,4,1,Surface,22,1.143577572,fungal growth 
2001,T4,3,4,1,Middle,38,1.348963447,
2001,T5,1,2,1,Deep,41,1.541068433,
2001,T5,1,2,2,Surface,26,1.287308882,large root mass
2001,T5,1,2,2,Middle,37,1.532724183,
2001,T5,1,2,2,Deep,37,1.457151737,
2001,T5,1,3,1,Surface,27,1.274640575,
2001,T5,1,3,1,Middle,26,1.597915377,
2001,T5,1,3,1,Deep,47,1.358200919,
2001,T5,1,3,2,Surface,35,1.278051368,
2001,T5,1,3,2,Middle,20,1.668549887,
2001,T5,1,3,2,Deep,43,1.51095404,compressed
2001,T5,1,4,1,Surface,27,1.331041118,
2001,T5,1,4,1,Middle,40,1.468298324,
2001,T5,1,4,1,Deep,33,1.617248913,
2001,T5,1,4,2,Surface,25,1.365807156,
2001,T5,1,4,2,Middle,34,1.505982393,
2001,T5,1,4,2,Deep,41,1.551907101,
2001,T5,1,5,1,Surface,33,1.400411031,
2001,T5,1,5,1,Middle,45,1.393559923,
2001,T5,1,5,1,Deep,22,1.645619724,
2001,T5,1,5,2,Surface,30,1.302682542,
2001,T5,1,5,2,Middle,36,1.602856916,
2001,T5,1,5,2,Deep,26,1.676607567,compressed/gap between 66 & 70
2001,T5,2,1,1,Surface,26,1.29833833,
